serial,year,year_n,month,day,decade,team,status,home_score,away_score,home_result,away_result,total_goals,result,tournament,country,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team,home_team_txt,away_team,away_team_txt,size,team_a,team_a_txt,team_b,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
52,1910,0,10,16,2,Germany,home_team,1,2,-1,1,3,-1,Friendly,Germany,1,1,0.09849,0.65734,Germany,0.09849,loser,Germany,Germany,Netherlands,Netherlands,1,Germany,Germany,Netherlands,Netherlands,loser,winner,1,2,-1,1,0.09849,0.65734
52,1910,0,10,16,2,Netherlands,away_team,1,2,-1,1,3,1,Friendly,Germany,1,1,0.09849,0.65734,Netherlands,0.65734,winner,Germany,Germany,Netherlands,Netherlands,1,Netherlands,Netherlands,Germany,Germany,winner,loser,2,1,1,-1,0.09849,0.65734
53,1910,0,11,13,2,Argentina,home_team,1,1,0,0,2,0,Copa Premio Honor Argentino,Argentina,1,1,0.86691,0.3122,Argentina,0.86691,draw,Argentina,Argentina,Uruguay,Uruguay,0,Argentina,Argentina,Uruguay,Uruguay,draw,draw,1,1,0,0,0.86691,0.3122
53,1910,0,11,13,2,Uruguay,away_team,1,1,0,0,2,0,Copa Premio Honor Argentino,Argentina,1,1,0.86691,0.3122,Uruguay,0.3122,draw,Argentina,Argentina,Uruguay,Uruguay,0,Uruguay,Uruguay,Argentina,Argentina,draw,draw,1,1,0,0,0.86691,0.3122
54,1910,0,11,27,2,Argentina,home_team,2,6,-4,4,8,-4,Copa Premio Honor Argentino,Argentina,1,1,0.18399,0.97656,Argentina,0.18399,loser,Argentina,Argentina,Uruguay,Uruguay,4,Argentina,Argentina,Uruguay,Uruguay,loser,winner,2,6,-4,4,0.18399,0.97656
54,1910,0,11,27,2,Uruguay,away_team,2,6,-4,4,8,4,Copa Premio Honor Argentino,Argentina,1,1,0.18399,0.97656,Uruguay,0.97656,winner,Argentina,Argentina,Uruguay,Uruguay,4,Uruguay,Uruguay,Argentina,Argentina,winner,loser,6,2,4,-4,0.18399,0.97656
55,1911,1,3,13,2,England,home_team,3,0,3,-3,3,3,British Championship,England,1,0,0.71792,0.08493,England,0.71792,winner,England,England,Wales,Wales,3,England,England,Wales,Wales,winner,loser,3,0,3,-3,0.71792,0.08493
55,1911,1,3,13,2,Wales,away_team,3,0,3,-3,3,-3,British Championship,England,1,0,0.71792,0.08493,Wales,0.08493,loser,England,England,Wales,Wales,3,Wales,Wales,England,England,loser,winner,0,3,-3,3,0.71792,0.08493
56,1911,1,3,19,2,Belgium,home_team,1,5,-4,4,6,-4,Friendly,Belgium,1,1,0.7103,0.06806,Belgium,0.7103,loser,Belgium,Belgium,Netherlands,Netherlands,4,Belgium,Belgium,Netherlands,Netherlands,loser,winner,1,5,-4,4,0.7103,0.06806
56,1911,1,3,19,2,Netherlands,away_team,1,5,-4,4,6,4,Friendly,Belgium,1,1,0.7103,0.06806,Netherlands,0.06806,winner,Belgium,Belgium,Netherlands,Netherlands,4,Netherlands,Netherlands,Belgium,Belgium,winner,loser,5,1,4,-4,0.7103,0.06806
57,1911,1,3,26,2,Germany,home_team,6,2,4,-4,8,4,Friendly,Germany,1,0,0.9369,0.64427,Germany,0.9369,winner,Germany,Germany,Switzerland,Switzerland,4,Germany,Germany,Switzerland,Switzerland,winner,loser,6,2,4,-4,0.9369,0.64427
57,1911,1,3,26,2,Switzerland,away_team,6,2,4,-4,8,-4,Friendly,Germany,1,0,0.9369,0.64427,Switzerland,0.64427,loser,Germany,Germany,Switzerland,Switzerland,4,Switzerland,Switzerland,Germany,Germany,loser,winner,2,6,-4,4,0.9369,0.64427
58,1911,1,4,2,2,Netherlands,home_team,3,1,2,-2,4,2,Friendly,Netherlands,1,1,0.87005,0.21851,Netherlands,0.87005,winner,Netherlands,Netherlands,Belgium,Belgium,2,Netherlands,Netherlands,Belgium,Belgium,winner,loser,3,1,2,-2,0.87005,0.21851
58,1911,1,4,2,2,Belgium,away_team,3,1,2,-2,4,-2,Friendly,Netherlands,1,1,0.87005,0.21851,Belgium,0.21851,loser,Netherlands,Netherlands,Belgium,Belgium,2,Belgium,Belgium,Netherlands,Netherlands,loser,winner,1,3,-2,2,0.87005,0.21851
59,1911,1,4,23,2,Belgium,home_team,2,1,1,-1,3,1,Friendly,Belgium,1,1,0.1138,0.2065,Belgium,0.1138,winner,Belgium,Belgium,Germany,Germany,1,Belgium,Belgium,Germany,Germany,winner,loser,2,1,1,-1,0.1138,0.2065
59,1911,1,4,23,2,Germany,away_team,2,1,1,-1,3,-1,Friendly,Belgium,1,1,0.1138,0.2065,Germany,0.2065,loser,Belgium,Belgium,Germany,Germany,1,Germany,Germany,Belgium,Belgium,loser,winner,1,2,-1,1,0.1138,0.2065
60,1911,1,4,23,2,Switzerland,home_team,5,2,3,-3,7,3,Friendly,Switzerland,0,0,0.33022,0.30438,Switzerland,0.33022,winner,Switzerland,Switzerland,France,France,3,Switzerland,Switzerland,France,France,winner,loser,5,2,3,-3,0.33022,0.30438
60,1911,1,4,23,2,France,away_team,5,2,3,-3,7,-3,Friendly,Switzerland,0,0,0.33022,0.30438,France,0.30438,loser,Switzerland,Switzerland,France,France,3,France,France,Switzerland,Switzerland,loser,winner,2,5,-3,3,0.33022,0.30438
61,1911,1,4,30,2,Belgium,home_team,7,1,6,-6,8,6,Friendly,Belgium,1,0,1.80E-04,0.38251,Belgium,1.80E-04,winner,Belgium,Belgium,France,France,6,Belgium,Belgium,France,France,winner,loser,7,1,6,-6,1.80E-04,0.38251
61,1911,1,4,30,2,France,away_team,7,1,6,-6,8,-6,Friendly,Belgium,1,0,1.80E-04,0.38251,France,0.38251,loser,Belgium,Belgium,France,France,6,France,France,Belgium,Belgium,loser,winner,1,7,-6,6,1.80E-04,0.38251
62,1911,1,8,15,2,Argentina,home_team,0,2,-2,2,2,-2,Copa Lipton,Argentina,1,1,0.83843,0.26518,Argentina,0.83843,loser,Argentina,Argentina,Uruguay,Uruguay,2,Argentina,Argentina,Uruguay,Uruguay,loser,winner,0,2,-2,2,0.83843,0.26518
62,1911,1,8,15,2,Uruguay,away_team,0,2,-2,2,2,2,Copa Lipton,Argentina,1,1,0.83843,0.26518,Uruguay,0.26518,winner,Argentina,Argentina,Uruguay,Uruguay,2,Uruguay,Uruguay,Argentina,Argentina,winner,loser,2,0,2,-2,0.83843,0.26518
63,1911,1,9,17,2,Uruguay,home_team,2,3,-1,1,5,-1,Copa Newton,Uruguay,1,1,0.13662,0.25993,Uruguay,0.13662,loser,Uruguay,Uruguay,Argentina,Argentina,1,Uruguay,Uruguay,Argentina,Argentina,loser,winner,2,3,-1,1,0.13662,0.25993
63,1911,1,9,17,2,Argentina,away_team,2,3,-1,1,5,1,Copa Newton,Uruguay,1,1,0.13662,0.25993,Argentina,0.25993,winner,Uruguay,Uruguay,Argentina,Argentina,1,Argentina,Argentina,Uruguay,Uruguay,winner,loser,3,2,1,-1,0.13662,0.25993
64,1911,1,10,8,2,Uruguay,home_team,1,1,0,0,2,0,Copa Premio Honor Uruguayo,Uruguay,1,1,0.46026,0.93109,Uruguay,0.46026,draw,Uruguay,Uruguay,Argentina,Argentina,0,Uruguay,Uruguay,Argentina,Argentina,draw,draw,1,1,0,0,0.46026,0.93109
64,1911,1,10,8,2,Argentina,away_team,1,1,0,0,2,0,Copa Premio Honor Uruguayo,Uruguay,1,1,0.46026,0.93109,Argentina,0.93109,draw,Uruguay,Uruguay,Argentina,Argentina,0,Argentina,Argentina,Uruguay,Uruguay,draw,draw,1,1,0,0,0.46026,0.93109
65,1911,1,10,22,2,Argentina,home_team,2,0,2,-2,2,2,Copa Premio Honor Argentino,Argentina,1,1,0.94177,0.88046,Argentina,0.94177,winner,Argentina,Argentina,Uruguay,Uruguay,2,Argentina,Argentina,Uruguay,Uruguay,winner,loser,2,0,2,-2,0.94177,0.88046
65,1911,1,10,22,2,Uruguay,away_team,2,0,2,-2,2,-2,Copa Premio Honor Argentino,Argentina,1,1,0.94177,0.88046,Uruguay,0.88046,loser,Argentina,Argentina,Uruguay,Uruguay,2,Uruguay,Uruguay,Argentina,Argentina,loser,winner,0,2,-2,2,0.94177,0.88046
66,1911,1,10,29,2,Uruguay,home_team,3,0,3,-3,3,3,Copa Premio Honor Uruguayo,Uruguay,1,1,0.76615,0.69561,Uruguay,0.76615,winner,Uruguay,Uruguay,Argentina,Argentina,3,Uruguay,Uruguay,Argentina,Argentina,winner,loser,3,0,3,-3,0.76615,0.69561
66,1911,1,10,29,2,Argentina,away_team,3,0,3,-3,3,-3,Copa Premio Honor Uruguayo,Uruguay,1,1,0.76615,0.69561,Argentina,0.69561,loser,Uruguay,Uruguay,Argentina,Argentina,3,Argentina,Argentina,Uruguay,Uruguay,loser,winner,0,3,-3,3,0.76615,0.69561
67,1912,2,1,28,2,France,home_team,1,1,0,0,2,0,Friendly,France,0,1,0.24444,0.48622,France,0.24444,draw,France,France,Belgium,Belgium,0,France,France,Belgium,Belgium,draw,draw,1,1,0,0,0.24444,0.48622
67,1912,2,1,28,2,Belgium,away_team,1,1,0,0,2,0,Friendly,France,0,1,0.24444,0.48622,Belgium,0.48622,draw,France,France,Belgium,Belgium,0,Belgium,Belgium,France,France,draw,draw,1,1,0,0,0.24444,0.48622
68,1912,2,2,18,2,France,home_team,4,1,3,-3,5,3,Friendly,France,0,0,0.16104,0.07883,France,0.16104,winner,France,France,Switzerland,Switzerland,3,France,France,Switzerland,Switzerland,winner,loser,4,1,3,-3,0.16104,0.07883
68,1912,2,2,18,2,Switzerland,away_team,4,1,3,-3,5,-3,Friendly,France,0,0,0.16104,0.07883,Switzerland,0.07883,loser,France,France,Switzerland,Switzerland,3,Switzerland,Switzerland,France,France,loser,winner,1,4,-3,3,0.16104,0.07883
69,1912,2,2,20,2,Belgium,home_team,9,2,7,-7,11,7,Friendly,Belgium,1,0,0.33053,0.6486,Belgium,0.33053,winner,Belgium,Belgium,Switzerland,Switzerland,7,Belgium,Belgium,Switzerland,Switzerland,winner,loser,9,2,7,-7,0.33053,0.6486
69,1912,2,2,20,2,Switzerland,away_team,9,2,7,-7,11,-7,Friendly,Belgium,1,0,0.33053,0.6486,Switzerland,0.6486,loser,Belgium,Belgium,Switzerland,Switzerland,7,Switzerland,Switzerland,Belgium,Belgium,loser,winner,2,9,-7,7,0.33053,0.6486
70,1912,2,3,10,2,Belgium,home_team,1,2,-1,1,3,-1,Friendly,Belgium,1,1,0.62944,0.23237,Belgium,0.62944,loser,Belgium,Belgium,Netherlands,Netherlands,1,Belgium,Belgium,Netherlands,Netherlands,loser,winner,1,2,-1,1,0.62944,0.23237
70,1912,2,3,10,2,Netherlands,away_team,1,2,-1,1,3,1,Friendly,Belgium,1,1,0.62944,0.23237,Netherlands,0.23237,winner,Belgium,Belgium,Netherlands,Netherlands,1,Netherlands,Netherlands,Belgium,Belgium,winner,loser,2,1,1,-1,0.62944,0.23237
71,1912,2,3,11,2,Wales,home_team,0,2,-2,2,2,-2,British Championship,Wales,0,1,0.11583,0.16345,Wales,0.11583,loser,Wales,Wales,England,England,2,Wales,Wales,England,England,loser,winner,0,2,-2,2,0.11583,0.16345
71,1912,2,3,11,2,England,away_team,0,2,-2,2,2,2,British Championship,Wales,0,1,0.11583,0.16345,England,0.16345,winner,Wales,Wales,England,England,2,England,England,Wales,Wales,winner,loser,2,0,2,-2,0.11583,0.16345
72,1912,2,3,24,2,Netherlands,home_team,5,5,0,0,10,0,Friendly,Netherlands,1,1,0.18547,0.98378,Netherlands,0.18547,draw,Netherlands,Netherlands,Germany,Germany,0,Netherlands,Netherlands,Germany,Germany,draw,draw,5,5,0,0,0.18547,0.98378
72,1912,2,3,24,2,Germany,away_team,5,5,0,0,10,0,Friendly,Netherlands,1,1,0.18547,0.98378,Germany,0.98378,draw,Netherlands,Netherlands,Germany,Germany,0,Germany,Germany,Netherlands,Netherlands,draw,draw,5,5,0,0,0.18547,0.98378
73,1912,2,4,28,2,Netherlands,home_team,4,3,1,-1,7,1,Friendly,Netherlands,1,1,0.66232,0.79557,Netherlands,0.66232,winner,Netherlands,Netherlands,Belgium,Belgium,1,Netherlands,Netherlands,Belgium,Belgium,winner,loser,4,3,1,-1,0.66232,0.79557
73,1912,2,4,28,2,Belgium,away_team,4,3,1,-1,7,-1,Friendly,Netherlands,1,1,0.66232,0.79557,Belgium,0.79557,loser,Netherlands,Netherlands,Belgium,Belgium,1,Belgium,Belgium,Netherlands,Netherlands,loser,winner,3,4,-1,1,0.66232,0.79557
74,1912,2,5,5,2,Switzerland,home_team,1,2,-1,1,3,-1,Friendly,Switzerland,0,1,0.02101,0.5537,Switzerland,0.02101,loser,Switzerland,Switzerland,Germany,Germany,1,Switzerland,Switzerland,Germany,Germany,loser,winner,1,2,-1,1,0.02101,0.5537
74,1912,2,5,5,2,Germany,away_team,1,2,-1,1,3,1,Friendly,Switzerland,0,1,0.02101,0.5537,Germany,0.5537,winner,Switzerland,Switzerland,Germany,Germany,1,Germany,Germany,Switzerland,Switzerland,winner,loser,2,1,1,-1,0.02101,0.5537
75,1912,2,8,15,2,Uruguay,home_team,2,0,2,-2,2,2,Copa Lipton,Uruguay,1,1,0.34656,0.6477,Uruguay,0.34656,winner,Uruguay,Uruguay,Argentina,Argentina,2,Uruguay,Uruguay,Argentina,Argentina,winner,loser,2,0,2,-2,0.34656,0.6477
75,1912,2,8,15,2,Argentina,away_team,2,0,2,-2,2,-2,Copa Lipton,Uruguay,1,1,0.34656,0.6477,Argentina,0.6477,loser,Uruguay,Uruguay,Argentina,Argentina,2,Argentina,Argentina,Uruguay,Uruguay,loser,winner,0,2,-2,2,0.34656,0.6477
76,1912,2,8,25,2,Uruguay,home_team,3,0,3,-3,3,3,Copa Premio Honor Uruguayo,Uruguay,1,1,0.12034,0.85177,Uruguay,0.12034,winner,Uruguay,Uruguay,Argentina,Argentina,3,Uruguay,Uruguay,Argentina,Argentina,winner,loser,3,0,3,-3,0.12034,0.85177
76,1912,2,8,25,2,Argentina,away_team,3,0,3,-3,3,-3,Copa Premio Honor Uruguayo,Uruguay,1,1,0.12034,0.85177,Argentina,0.85177,loser,Uruguay,Uruguay,Argentina,Argentina,3,Argentina,Argentina,Uruguay,Uruguay,loser,winner,0,3,-3,3,0.12034,0.85177
77,1912,2,9,22,2,Argentina,home_team,0,1,-1,1,1,-1,Copa Premio Honor Argentino,Argentina,1,1,0.97386,0.74696,Argentina,0.97386,loser,Argentina,Argentina,Uruguay,Uruguay,1,Argentina,Argentina,Uruguay,Uruguay,loser,winner,0,1,-1,1,0.97386,0.74696
77,1912,2,9,22,2,Uruguay,away_team,0,1,-1,1,1,1,Copa Premio Honor Argentino,Argentina,1,1,0.97386,0.74696,Uruguay,0.74696,winner,Argentina,Argentina,Uruguay,Uruguay,1,Uruguay,Uruguay,Argentina,Argentina,winner,loser,1,0,1,-1,0.97386,0.74696
78,1912,2,10,6,2,Argentina,home_team,3,3,0,0,6,0,Copa Newton,Argentina,1,1,0.16806,0.50965,Argentina,0.16806,draw,Argentina,Argentina,Uruguay,Uruguay,0,Argentina,Argentina,Uruguay,Uruguay,draw,draw,3,3,0,0,0.16806,0.50965
78,1912,2,10,6,2,Uruguay,away_team,3,3,0,0,6,0,Copa Newton,Argentina,1,1,0.16806,0.50965,Uruguay,0.50965,draw,Argentina,Argentina,Uruguay,Uruguay,0,Uruguay,Uruguay,Argentina,Argentina,draw,draw,3,3,0,0,0.16806,0.50965
79,1912,2,10,6,2,Denmark,home_team,3,1,2,-2,4,2,Friendly,Denmark,1,1,0.50639,0.03732,Denmark,0.50639,winner,Denmark,Denmark,Germany,Germany,2,Denmark,Denmark,Germany,Germany,winner,loser,3,1,2,-2,0.50639,0.03732
79,1912,2,10,6,2,Germany,away_team,3,1,2,-2,4,-2,Friendly,Denmark,1,1,0.50639,0.03732,Germany,0.03732,loser,Denmark,Denmark,Germany,Germany,2,Germany,Germany,Denmark,Denmark,loser,winner,1,3,-2,2,0.50639,0.03732
80,1912,2,11,17,2,Germany,home_team,2,3,-1,1,5,-1,Friendly,Germany,1,1,0.44556,0.04262,Germany,0.44556,loser,Germany,Germany,Netherlands,Netherlands,1,Germany,Germany,Netherlands,Netherlands,loser,winner,2,3,-1,1,0.44556,0.04262
80,1912,2,11,17,2,Netherlands,away_team,2,3,-1,1,5,1,Friendly,Germany,1,1,0.44556,0.04262,Netherlands,0.04262,winner,Germany,Germany,Netherlands,Netherlands,1,Netherlands,Netherlands,Germany,Germany,winner,loser,3,2,1,-1,0.44556,0.04262
81,1912,2,12,1,2,Uruguay,home_team,1,3,-2,2,4,-2,Friendly,Uruguay,1,1,0.51906,0.29107,Uruguay,0.51906,loser,Uruguay,Uruguay,Argentina,Argentina,2,Uruguay,Uruguay,Argentina,Argentina,loser,winner,1,3,-2,2,0.51906,0.29107
81,1912,2,12,1,2,Argentina,away_team,1,3,-2,2,4,2,Friendly,Uruguay,1,1,0.51906,0.29107,Argentina,0.29107,winner,Uruguay,Uruguay,Argentina,Argentina,2,Argentina,Argentina,Uruguay,Uruguay,winner,loser,3,1,2,-2,0.51906,0.29107
82,1913,3,2,16,2,Belgium,home_team,3,0,3,-3,3,3,Friendly,Belgium,1,0,0.21092,0.28908,Belgium,0.21092,winner,Belgium,Belgium,France,France,3,Belgium,Belgium,France,France,winner,loser,3,0,3,-3,0.21092,0.28908
82,1913,3,2,16,2,France,away_team,3,0,3,-3,3,-3,Friendly,Belgium,1,0,0.21092,0.28908,France,0.28908,loser,Belgium,Belgium,France,France,3,France,France,Belgium,Belgium,loser,winner,0,3,-3,3,0.21092,0.28908
83,1913,3,3,9,2,Belgium,home_team,3,3,0,0,6,0,Friendly,Belgium,1,1,0.14093,0.32001,Belgium,0.14093,draw,Belgium,Belgium,Netherlands,Netherlands,0,Belgium,Belgium,Netherlands,Netherlands,draw,draw,3,3,0,0,0.14093,0.32001
83,1913,3,3,9,2,Netherlands,away_team,3,3,0,0,6,0,Friendly,Belgium,1,1,0.14093,0.32001,Netherlands,0.32001,draw,Belgium,Belgium,Netherlands,Netherlands,0,Netherlands,Netherlands,Belgium,Belgium,draw,draw,3,3,0,0,0.14093,0.32001
84,1913,3,3,9,2,Switzerland,home_team,1,4,-3,3,5,-3,Friendly,Switzerland,0,0,0.251,0.01669,Switzerland,0.251,loser,Switzerland,Switzerland,France,France,3,Switzerland,Switzerland,France,France,loser,winner,1,4,-3,3,0.251,0.01669
84,1913,3,3,9,2,France,away_team,1,4,-3,3,5,3,Friendly,Switzerland,0,0,0.251,0.01669,France,0.01669,winner,Switzerland,Switzerland,France,France,3,France,France,Switzerland,Switzerland,winner,loser,4,1,3,-3,0.251,0.01669
85,1913,3,3,17,2,England,home_team,4,3,1,-1,7,1,British Championship,England,1,0,0.29209,0.82578,England,0.29209,winner,England,England,Wales,Wales,1,England,England,Wales,Wales,winner,loser,4,3,1,-1,0.29209,0.82578
85,1913,3,3,17,2,Wales,away_team,4,3,1,-1,7,-1,British Championship,England,1,0,0.29209,0.82578,Wales,0.82578,loser,England,England,Wales,Wales,1,Wales,Wales,England,England,loser,winner,3,4,-1,1,0.29209,0.82578
86,1913,3,4,20,2,Netherlands,home_team,2,4,-2,2,6,-2,Friendly,Netherlands,1,1,0.67346,0.80479,Netherlands,0.67346,loser,Netherlands,Netherlands,Belgium,Belgium,2,Netherlands,Netherlands,Belgium,Belgium,loser,winner,2,4,-2,2,0.67346,0.80479
86,1913,3,4,20,2,Belgium,away_team,2,4,-2,2,6,2,Friendly,Netherlands,1,1,0.67346,0.80479,Belgium,0.80479,winner,Netherlands,Netherlands,Belgium,Belgium,2,Belgium,Belgium,Netherlands,Netherlands,winner,loser,4,2,2,-2,0.67346,0.80479
87,1913,3,5,4,2,Switzerland,home_team,1,2,-1,1,3,-1,Friendly,Switzerland,0,1,0.04192,0.46218,Switzerland,0.04192,loser,Switzerland,Switzerland,Belgium,Belgium,1,Switzerland,Switzerland,Belgium,Belgium,loser,winner,1,2,-1,1,0.04192,0.46218
87,1913,3,5,4,2,Belgium,away_team,1,2,-1,1,3,1,Friendly,Switzerland,0,1,0.04192,0.46218,Belgium,0.46218,winner,Switzerland,Switzerland,Belgium,Belgium,1,Belgium,Belgium,Switzerland,Switzerland,winner,loser,2,1,1,-1,0.04192,0.46218
88,1913,3,5,18,2,Germany,home_team,1,2,-1,1,3,-1,Friendly,Germany,1,0,0.38463,0.37574,Germany,0.38463,loser,Germany,Germany,Switzerland,Switzerland,1,Germany,Germany,Switzerland,Switzerland,loser,winner,1,2,-1,1,0.38463,0.37574
88,1913,3,5,18,2,Switzerland,away_team,1,2,-1,1,3,1,Friendly,Germany,1,0,0.38463,0.37574,Switzerland,0.37574,winner,Germany,Germany,Switzerland,Switzerland,1,Switzerland,Switzerland,Germany,Germany,winner,loser,2,1,1,-1,0.38463,0.37574
89,1913,3,6,15,2,Argentina,home_team,1,1,0,0,2,0,Friendly,Argentina,1,1,0.24359,0.71956,Argentina,0.24359,draw,Argentina,Argentina,Uruguay,Uruguay,0,Argentina,Argentina,Uruguay,Uruguay,draw,draw,1,1,0,0,0.24359,0.71956
89,1913,3,6,15,2,Uruguay,away_team,1,1,0,0,2,0,Friendly,Argentina,1,1,0.24359,0.71956,Uruguay,0.71956,draw,Argentina,Argentina,Uruguay,Uruguay,0,Uruguay,Uruguay,Argentina,Argentina,draw,draw,1,1,0,0,0.24359,0.71956
90,1913,3,7,9,2,Argentina,home_team,2,1,1,-1,3,1,Friendly,Argentina,1,1,0.77826,0.6284,Argentina,0.77826,winner,Argentina,Argentina,Uruguay,Uruguay,1,Argentina,Argentina,Uruguay,Uruguay,winner,loser,2,1,1,-1,0.77826,0.6284
90,1913,3,7,9,2,Uruguay,away_team,2,1,1,-1,3,-1,Friendly,Argentina,1,1,0.77826,0.6284,Uruguay,0.6284,loser,Argentina,Argentina,Uruguay,Uruguay,1,Uruguay,Uruguay,Argentina,Argentina,loser,winner,1,2,-1,1,0.77826,0.6284
91,1913,3,8,15,2,Argentina,home_team,4,0,4,-4,4,4,Copa Lipton,Argentina,1,1,0.91142,0.26314,Argentina,0.91142,winner,Argentina,Argentina,Uruguay,Uruguay,4,Argentina,Argentina,Uruguay,Uruguay,winner,loser,4,0,4,-4,0.91142,0.26314
91,1913,3,8,15,2,Uruguay,away_team,4,0,4,-4,4,-4,Copa Lipton,Argentina,1,1,0.91142,0.26314,Uruguay,0.26314,loser,Argentina,Argentina,Uruguay,Uruguay,4,Uruguay,Uruguay,Argentina,Argentina,loser,winner,0,4,-4,4,0.91142,0.26314
92,1913,3,8,31,2,Argentina,home_team,2,0,2,-2,2,2,Copa Premio Honor Argentino,Argentina,1,1,0.91327,0.18085,Argentina,0.91327,winner,Argentina,Argentina,Uruguay,Uruguay,2,Argentina,Argentina,Uruguay,Uruguay,winner,loser,2,0,2,-2,0.91327,0.18085
92,1913,3,8,31,2,Uruguay,away_team,2,0,2,-2,2,-2,Copa Premio Honor Argentino,Argentina,1,1,0.91327,0.18085,Uruguay,0.18085,loser,Argentina,Argentina,Uruguay,Uruguay,2,Uruguay,Uruguay,Argentina,Argentina,loser,winner,0,2,-2,2,0.91327,0.18085
93,1913,3,10,5,2,Uruguay,home_team,1,0,1,-1,1,1,Copa Premio Honor Uruguayo,Uruguay,1,1,0.64681,0.22041,Uruguay,0.64681,winner,Uruguay,Uruguay,Argentina,Argentina,1,Uruguay,Uruguay,Argentina,Argentina,winner,loser,1,0,1,-1,0.64681,0.22041
93,1913,3,10,5,2,Argentina,away_team,1,0,1,-1,1,-1,Copa Premio Honor Uruguayo,Uruguay,1,1,0.64681,0.22041,Argentina,0.22041,loser,Uruguay,Uruguay,Argentina,Argentina,1,Argentina,Argentina,Uruguay,Uruguay,loser,winner,0,1,-1,1,0.64681,0.22041
94,1913,3,10,26,2,Germany,home_team,1,4,-3,3,5,-3,Friendly,Germany,1,1,0.55899,0.41373,Germany,0.55899,loser,Germany,Germany,Denmark,Denmark,3,Germany,Germany,Denmark,Denmark,loser,winner,1,4,-3,3,0.55899,0.41373
94,1913,3,10,26,2,Denmark,away_team,1,4,-3,3,5,3,Friendly,Germany,1,1,0.55899,0.41373,Denmark,0.41373,winner,Germany,Germany,Denmark,Denmark,3,Denmark,Denmark,Germany,Germany,winner,loser,4,1,3,-3,0.55899,0.41373
95,1913,3,10,26,2,Uruguay,home_team,1,0,1,-1,1,1,Copa Newton,Uruguay,1,1,0.03246,0.90426,Uruguay,0.03246,winner,Uruguay,Uruguay,Argentina,Argentina,1,Uruguay,Uruguay,Argentina,Argentina,winner,loser,1,0,1,-1,0.03246,0.90426
95,1913,3,10,26,2,Argentina,away_team,1,0,1,-1,1,-1,Copa Newton,Uruguay,1,1,0.03246,0.90426,Argentina,0.90426,loser,Uruguay,Uruguay,Argentina,Argentina,1,Argentina,Argentina,Uruguay,Uruguay,loser,winner,0,1,-1,1,0.03246,0.90426
96,1913,3,11,2,2,Belgium,home_team,2,0,2,-2,2,2,Friendly,Belgium,1,0,0.60705,0.50049,Belgium,0.60705,winner,Belgium,Belgium,Switzerland,Switzerland,2,Belgium,Belgium,Switzerland,Switzerland,winner,loser,2,0,2,-2,0.60705,0.50049
96,1913,3,11,2,2,Switzerland,away_team,2,0,2,-2,2,-2,Friendly,Belgium,1,0,0.60705,0.50049,Switzerland,0.50049,loser,Belgium,Belgium,Switzerland,Switzerland,2,Switzerland,Switzerland,Belgium,Belgium,loser,winner,0,2,-2,2,0.60705,0.50049
97,1913,3,11,23,2,Belgium,home_team,6,2,4,-4,8,4,Friendly,Belgium,1,1,0.21062,0.71508,Belgium,0.21062,winner,Belgium,Belgium,Germany,Germany,4,Belgium,Belgium,Germany,Germany,winner,loser,6,2,4,-4,0.21062,0.71508
97,1913,3,11,23,2,Germany,away_team,6,2,4,-4,8,-4,Friendly,Belgium,1,1,0.21062,0.71508,Germany,0.71508,loser,Belgium,Belgium,Germany,Germany,4,Germany,Germany,Belgium,Belgium,loser,winner,2,6,-4,4,0.21062,0.71508
98,1914,4,1,25,2,France,home_team,4,3,1,-1,7,1,Friendly,France,0,1,0.51034,0.99109,France,0.51034,winner,France,France,Belgium,Belgium,1,France,France,Belgium,Belgium,winner,loser,4,3,1,-1,0.51034,0.99109
98,1914,4,1,25,2,Belgium,away_team,4,3,1,-1,7,-1,Friendly,France,0,1,0.51034,0.99109,Belgium,0.99109,loser,France,France,Belgium,Belgium,1,Belgium,Belgium,France,France,loser,winner,3,4,-1,1,0.51034,0.99109
99,1914,4,3,8,2,France,home_team,2,2,0,0,4,0,Friendly,France,0,0,0.5092,0.94515,France,0.5092,draw,France,France,Switzerland,Switzerland,0,France,France,Switzerland,Switzerland,draw,draw,2,2,0,0,0.5092,0.94515
99,1914,4,3,8,2,Switzerland,away_team,2,2,0,0,4,0,Friendly,France,0,0,0.5092,0.94515,Switzerland,0.94515,draw,France,France,Switzerland,Switzerland,0,Switzerland,Switzerland,France,France,draw,draw,2,2,0,0,0.5092,0.94515
100,1914,4,3,15,2,Belgium,home_team,2,4,-2,2,6,-2,Friendly,Belgium,1,1,0.36754,0.5813,Belgium,0.36754,loser,Belgium,Belgium,Netherlands,Netherlands,2,Belgium,Belgium,Netherlands,Netherlands,loser,winner,2,4,-2,2,0.36754,0.5813
