serial,year,year_n,month,day,decade,team,status,home_score,away_score,home_result,away_result,total_goals,result,tournament,country,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team,home_team_txt,away_team,away_team_txt,size,team_a,team_a_txt,team_b,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
3542,2012,2,11,14,12,Uruguay,away_team,1,3,-2,2,4,2,Friendly,Poland,0,1,0.22586,0.02963,Uruguay,0.02963,winner,Poland,Poland,Uruguay,Uruguay,2,Uruguay,Uruguay,Poland,Poland,winner,loser,3,1,2,-2,0.22586,0.02963
3543,2012,2,11,14,12,Saudi Arabia,home_team,0,0,0,0,0,0,Friendly,Saudi Arabia,1,1,0.33776,0.28007,Saudi_Arabia,0.33776,draw,Saudi Arabia,Saudi_Arabia,Argentina,Argentina,0,Saudi Arabia,Saudi_Arabia,Argentina,Argentina,draw,draw,0,0,0,0,0.33776,0.28007
3543,2012,2,11,14,12,Argentina,away_team,0,0,0,0,0,0,Friendly,Saudi Arabia,1,1,0.33776,0.28007,Argentina,0.28007,draw,Saudi Arabia,Saudi_Arabia,Argentina,Argentina,0,Argentina,Argentina,Saudi Arabia,Saudi_Arabia,draw,draw,0,0,0,0,0.33776,0.28007
3544,2012,2,11,14,12,Tunisia,home_team,1,2,-1,1,3,-1,Friendly,Tunisia,1,0,0.88749,0.9225,Tunisia,0.88749,loser,Tunisia,Tunisia,Switzerland,Switzerland,1,Tunisia,Tunisia,Switzerland,Switzerland,loser,winner,1,2,-1,1,0.88749,0.9225
3544,2012,2,11,14,12,Switzerland,away_team,1,2,-1,1,3,1,Friendly,Tunisia,1,0,0.88749,0.9225,Switzerland,0.9225,winner,Tunisia,Tunisia,Switzerland,Switzerland,1,Switzerland,Switzerland,Tunisia,Tunisia,winner,loser,2,1,1,-1,0.88749,0.9225
3545,2012,2,11,21,12,Argentina,home_team,2,1,1,-1,3,1,Superclásico de las Américas,Argentina,1,0,0.74029,0.4843,Argentina,0.74029,winner,Argentina,Argentina,Brazil,Brazil,1,Argentina,Argentina,Brazil,Brazil,winner,loser,2,1,1,-1,0.74029,0.4843
3545,2012,2,11,21,12,Brazil,away_team,2,1,1,-1,3,-1,Superclásico de las Américas,Argentina,1,0,0.74029,0.4843,Brazil,0.4843,loser,Argentina,Argentina,Brazil,Brazil,1,Brazil,Brazil,Argentina,Argentina,loser,winner,1,2,-1,1,0.74029,0.4843
3546,2012,2,12,9,12,Iran,home_team,0,0,0,0,0,0,WAFF Championship,Kuwait,1,1,0.7168,0.53755,Iran,0.7168,draw,Iran,Iran,Saudi Arabia,Saudi_Arabia,0,Iran,Iran,Saudi Arabia,Saudi_Arabia,draw,draw,0,0,0,0,0.7168,0.53755
3546,2012,2,12,9,12,Saudi Arabia,away_team,0,0,0,0,0,0,WAFF Championship,Kuwait,1,1,0.7168,0.53755,Saudi_Arabia,0.53755,draw,Iran,Iran,Saudi Arabia,Saudi_Arabia,0,Saudi Arabia,Saudi_Arabia,Iran,Iran,draw,draw,0,0,0,0,0.7168,0.53755
3547,2013,3,1,13,12,Ghana,home_team,4,2,2,-2,6,2,Friendly,United Arab Emirates,0,1,0.23932,0.4224,Ghana,0.23932,winner,Ghana,Ghana,Tunisia,Tunisia,2,Ghana,Ghana,Tunisia,Tunisia,winner,loser,4,2,2,-2,0.23932,0.4224
3547,2013,3,1,13,12,Tunisia,away_team,4,2,2,-2,6,-2,Friendly,United Arab Emirates,0,1,0.23932,0.4224,Tunisia,0.4224,loser,Ghana,Ghana,Tunisia,Tunisia,2,Tunisia,Tunisia,Ghana,Ghana,loser,winner,2,4,-2,2,0.23932,0.4224
3548,2013,3,1,29,12,United States,home_team,0,0,0,0,0,0,Friendly,United States,0,0,0.87336,0.92162,United_States,0.87336,draw,United States,United_States,Canada,Canada,0,United States,United_States,Canada,Canada,draw,draw,0,0,0,0,0.87336,0.92162
3548,2013,3,1,29,12,Canada,away_team,0,0,0,0,0,0,Friendly,United States,0,0,0.87336,0.92162,Canada,0.92162,draw,United States,United_States,Canada,Canada,0,Canada,Canada,United States,United_States,draw,draw,0,0,0,0,0.87336,0.92162
3549,2013,3,2,6,12,Croatia,home_team,4,0,4,-4,4,4,Friendly,England,0,0,0.07697,0.85832,Croatia,0.07697,winner,Croatia,Croatia,South Korea,South_Korea,4,Croatia,Croatia,South Korea,South_Korea,winner,loser,4,0,4,-4,0.07697,0.85832
3549,2013,3,2,6,12,South Korea,away_team,4,0,4,-4,4,-4,Friendly,England,0,0,0.07697,0.85832,South_Korea,0.85832,loser,Croatia,Croatia,South Korea,South_Korea,4,South Korea,South_Korea,Croatia,Croatia,loser,winner,0,4,-4,4,0.07697,0.85832
3550,2013,3,2,6,12,England,home_team,2,1,1,-1,3,1,Friendly,England,1,0,0.3343,0.16444,England,0.3343,winner,England,England,Brazil,Brazil,1,England,England,Brazil,Brazil,winner,loser,2,1,1,-1,0.3343,0.16444
3550,2013,3,2,6,12,Brazil,away_team,2,1,1,-1,3,-1,Friendly,England,1,0,0.3343,0.16444,Brazil,0.16444,loser,England,England,Brazil,Brazil,1,Brazil,Brazil,England,England,loser,winner,1,2,-1,1,0.3343,0.16444
3551,2013,3,2,6,12,France,home_team,1,2,-1,1,3,-1,Friendly,France,0,1,0.62024,0.61233,France,0.62024,loser,France,France,Germany,Germany,1,France,France,Germany,Germany,loser,winner,1,2,-1,1,0.62024,0.61233
3551,2013,3,2,6,12,Germany,away_team,1,2,-1,1,3,1,Friendly,France,0,1,0.62024,0.61233,Germany,0.61233,winner,France,France,Germany,Germany,1,Germany,Germany,France,France,winner,loser,2,1,1,-1,0.62024,0.61233
3552,2013,3,2,6,12,Portugal,home_team,2,3,-1,1,5,-1,Friendly,Portugal,1,0,0.25757,0.5012,Portugal,0.25757,loser,Portugal,Portugal,Ecuador,Ecuador,1,Portugal,Portugal,Ecuador,Ecuador,loser,winner,2,3,-1,1,0.25757,0.5012
3552,2013,3,2,6,12,Ecuador,away_team,2,3,-1,1,5,1,Friendly,Portugal,1,0,0.25757,0.5012,Ecuador,0.5012,winner,Portugal,Portugal,Ecuador,Ecuador,1,Ecuador,Ecuador,Portugal,Portugal,winner,loser,3,2,1,-1,0.25757,0.5012
3553,2013,3,2,6,12,Spain,home_team,3,1,2,-2,4,2,Friendly,Qatar,1,1,0.85893,0.64088,Spain,0.85893,winner,Spain,Spain,Uruguay,Uruguay,2,Spain,Spain,Uruguay,Uruguay,winner,loser,3,1,2,-2,0.85893,0.64088
3553,2013,3,2,6,12,Uruguay,away_team,3,1,2,-2,4,-2,Friendly,Qatar,1,1,0.85893,0.64088,Uruguay,0.64088,loser,Spain,Spain,Uruguay,Uruguay,2,Uruguay,Uruguay,Spain,Spain,loser,winner,1,3,-2,2,0.85893,0.64088
3554,2013,3,3,22,12,Croatia,home_team,2,0,2,-2,2,2,FIFA World Cup qualification,Croatia,0,1,0.71545,0.31318,Croatia,0.71545,winner,Croatia,Croatia,Serbia,Serbia,2,Croatia,Croatia,Serbia,Serbia,winner,loser,2,0,2,-2,0.71545,0.31318
3554,2013,3,3,22,12,Serbia,away_team,2,0,2,-2,2,-2,FIFA World Cup qualification,Croatia,0,1,0.71545,0.31318,Serbia,0.31318,loser,Croatia,Croatia,Serbia,Serbia,2,Serbia,Serbia,Croatia,Croatia,loser,winner,0,2,-2,2,0.71545,0.31318
3555,2013,3,3,22,12,Japan,home_team,2,1,1,-1,3,1,Friendly,Qatar,0,0,0.49954,0.38977,Japan,0.49954,winner,Japan,Japan,Canada,Canada,1,Japan,Japan,Canada,Canada,winner,loser,2,1,1,-1,0.49954,0.38977
3555,2013,3,3,22,12,Canada,away_team,2,1,1,-1,3,-1,Friendly,Qatar,0,0,0.49954,0.38977,Canada,0.38977,loser,Japan,Japan,Canada,Canada,1,Canada,Canada,Japan,Japan,loser,winner,1,2,-1,1,0.49954,0.38977
3556,2013,3,3,22,12,United States,home_team,1,0,1,-1,1,1,FIFA World Cup qualification,United States,0,1,0.47483,0.95106,United_States,0.47483,winner,United States,United_States,Costa Rica,Costa_Rica,1,United States,United_States,Costa Rica,Costa_Rica,winner,loser,1,0,1,-1,0.47483,0.95106
3556,2013,3,3,22,12,Costa Rica,away_team,1,0,1,-1,1,-1,FIFA World Cup qualification,United States,0,1,0.47483,0.95106,Costa_Rica,0.95106,loser,United States,United_States,Costa Rica,Costa_Rica,1,Costa Rica,Costa_Rica,United States,United_States,loser,winner,0,1,-1,1,0.47483,0.95106
3557,2013,3,3,26,12,France,home_team,0,1,-1,1,1,-1,FIFA World Cup qualification,France,0,1,0.74745,0.0425,France,0.74745,loser,France,France,Spain,Spain,1,France,France,Spain,Spain,loser,winner,0,1,-1,1,0.74745,0.0425
3557,2013,3,3,26,12,Spain,away_team,0,1,-1,1,1,1,FIFA World Cup qualification,France,0,1,0.74745,0.0425,Spain,0.0425,winner,France,France,Spain,Spain,1,Spain,Spain,France,France,winner,loser,1,0,1,-1,0.74745,0.0425
3558,2013,3,3,26,12,South Korea,home_team,2,1,1,-1,3,1,FIFA World Cup qualification,South Korea,0,0,0.71526,0.39626,South_Korea,0.71526,winner,South Korea,South_Korea,Qatar,Qatar,1,South Korea,South_Korea,Qatar,Qatar,winner,loser,2,1,1,-1,0.71526,0.39626
3558,2013,3,3,26,12,Qatar,away_team,2,1,1,-1,3,-1,FIFA World Cup qualification,South Korea,0,0,0.71526,0.39626,Qatar,0.39626,loser,South Korea,South_Korea,Qatar,Qatar,1,Qatar,Qatar,South Korea,South_Korea,loser,winner,1,2,-1,1,0.71526,0.39626
3559,2013,3,3,26,12,Mexico,home_team,0,0,0,0,0,0,FIFA World Cup qualification,Mexico,1,0,0.98855,0.22424,Mexico,0.98855,draw,Mexico,Mexico,United States,United_States,0,Mexico,Mexico,United States,United_States,draw,draw,0,0,0,0,0.98855,0.22424
3559,2013,3,3,26,12,United States,away_team,0,0,0,0,0,0,FIFA World Cup qualification,Mexico,1,0,0.98855,0.22424,United_States,0.22424,draw,Mexico,Mexico,United States,United_States,0,United States,United_States,Mexico,Mexico,draw,draw,0,0,0,0,0.98855,0.22424
3560,2013,3,3,26,12,Wales,home_team,1,2,-1,1,3,-1,FIFA World Cup qualification,Wales,0,0,0.37484,0.66241,Wales,0.37484,loser,Wales,Wales,Croatia,Croatia,1,Wales,Wales,Croatia,Croatia,loser,winner,1,2,-1,1,0.37484,0.66241
3560,2013,3,3,26,12,Croatia,away_team,1,2,-1,1,3,1,FIFA World Cup qualification,Wales,0,0,0.37484,0.66241,Croatia,0.66241,winner,Wales,Wales,Croatia,Croatia,1,Croatia,Croatia,Wales,Wales,winner,loser,2,1,1,-1,0.37484,0.66241
3561,2013,3,5,28,12,Canada,home_team,0,1,-1,1,1,-1,Friendly,Canada,0,1,0.24244,0.06136,Canada,0.24244,loser,Canada,Canada,Costa Rica,Costa_Rica,1,Canada,Canada,Costa Rica,Costa_Rica,loser,winner,0,1,-1,1,0.24244,0.06136
3561,2013,3,5,28,12,Costa Rica,away_team,0,1,-1,1,1,1,Friendly,Canada,0,1,0.24244,0.06136,Costa_Rica,0.06136,winner,Canada,Canada,Costa Rica,Costa_Rica,1,Costa Rica,Costa_Rica,Canada,Canada,winner,loser,1,0,1,-1,0.24244,0.06136
3562,2013,3,5,29,12,Ecuador,home_team,2,4,-2,2,6,-2,Friendly,United States,0,1,0.98999,0.57723,Ecuador,0.98999,loser,Ecuador,Ecuador,Germany,Germany,2,Ecuador,Ecuador,Germany,Germany,loser,winner,2,4,-2,2,0.98999,0.57723
3562,2013,3,5,29,12,Germany,away_team,2,4,-2,2,6,2,Friendly,United States,0,1,0.98999,0.57723,Germany,0.57723,winner,Ecuador,Ecuador,Germany,Germany,2,Germany,Germany,Ecuador,Ecuador,winner,loser,4,2,2,-2,0.98999,0.57723
3563,2013,3,5,29,12,United States,home_team,2,4,-2,2,6,-2,Friendly,United States,0,1,0.18518,0.89271,United_States,0.18518,loser,United States,United_States,Belgium,Belgium,2,United States,United_States,Belgium,Belgium,loser,winner,2,4,-2,2,0.18518,0.89271
3563,2013,3,5,29,12,Belgium,away_team,2,4,-2,2,6,2,Friendly,United States,0,1,0.18518,0.89271,Belgium,0.89271,winner,United States,United_States,Belgium,Belgium,2,Belgium,Belgium,United States,United_States,winner,loser,4,2,2,-2,0.18518,0.89271
3564,2013,3,6,2,12,Brazil,home_team,2,2,0,0,4,0,Friendly,Brazil,0,1,0.71713,0.71846,Brazil,0.71713,draw,Brazil,Brazil,England,England,0,Brazil,Brazil,England,England,draw,draw,2,2,0,0,0.71713,0.71846
3564,2013,3,6,2,12,England,away_team,2,2,0,0,4,0,Friendly,Brazil,0,1,0.71713,0.71846,England,0.71846,draw,Brazil,Brazil,England,England,0,England,England,Brazil,Brazil,draw,draw,2,2,0,0,0.71713,0.71846
3565,2013,3,6,2,12,United States,home_team,4,3,1,-1,7,1,Friendly,United States,0,1,0.40698,0.98659,United_States,0.40698,winner,United States,United_States,Germany,Germany,1,United States,United_States,Germany,Germany,winner,loser,4,3,1,-1,0.40698,0.98659
3565,2013,3,6,2,12,Germany,away_team,4,3,1,-1,7,-1,Friendly,United States,0,1,0.40698,0.98659,Germany,0.98659,loser,United States,United_States,Germany,Germany,1,Germany,Germany,United States,United_States,loser,winner,3,4,-1,1,0.40698,0.98659
3566,2013,3,6,4,12,Japan,home_team,1,1,0,0,2,0,FIFA World Cup qualification,Japan,0,0,0.29492,0.8756,Japan,0.29492,draw,Japan,Japan,Australia,Australia,0,Japan,Japan,Australia,Australia,draw,draw,1,1,0,0,0.29492,0.8756
3566,2013,3,6,4,12,Australia,away_team,1,1,0,0,2,0,FIFA World Cup qualification,Japan,0,0,0.29492,0.8756,Australia,0.8756,draw,Japan,Japan,Australia,Australia,0,Australia,Australia,Japan,Japan,draw,draw,1,1,0,0,0.29492,0.8756
3567,2013,3,6,4,12,Qatar,home_team,0,1,-1,1,1,-1,FIFA World Cup qualification,Qatar,0,1,0.52398,0.84639,Qatar,0.52398,loser,Qatar,Qatar,Iran,Iran,1,Qatar,Qatar,Iran,Iran,loser,winner,0,1,-1,1,0.52398,0.84639
3567,2013,3,6,4,12,Iran,away_team,0,1,-1,1,1,1,FIFA World Cup qualification,Qatar,0,1,0.52398,0.84639,Iran,0.84639,winner,Qatar,Qatar,Iran,Iran,1,Iran,Iran,Qatar,Qatar,winner,loser,1,0,1,-1,0.52398,0.84639
3568,2013,3,6,5,12,Uruguay,home_team,1,0,1,-1,1,1,Friendly,Uruguay,1,0,0.30856,0.5134,Uruguay,0.30856,winner,Uruguay,Uruguay,France,France,1,Uruguay,Uruguay,France,France,winner,loser,1,0,1,-1,0.30856,0.5134
3568,2013,3,6,5,12,France,away_team,1,0,1,-1,1,-1,Friendly,Uruguay,1,0,0.30856,0.5134,France,0.5134,loser,Uruguay,Uruguay,France,France,1,France,France,Uruguay,Uruguay,loser,winner,0,1,-1,1,0.30856,0.5134
3569,2013,3,6,7,12,Belgium,home_team,2,1,1,-1,3,1,FIFA World Cup qualification,Belgium,1,1,0.37553,0.06688,Belgium,0.37553,winner,Belgium,Belgium,Serbia,Serbia,1,Belgium,Belgium,Serbia,Serbia,winner,loser,2,1,1,-1,0.37553,0.06688
3569,2013,3,6,7,12,Serbia,away_team,2,1,1,-1,3,-1,FIFA World Cup qualification,Belgium,1,1,0.37553,0.06688,Serbia,0.06688,loser,Belgium,Belgium,Serbia,Serbia,1,Serbia,Serbia,Belgium,Belgium,loser,winner,1,2,-1,1,0.37553,0.06688
3570,2013,3,6,9,12,Brazil,home_team,3,0,3,-3,3,3,Friendly,Brazil,0,0,0.78443,0.92454,Brazil,0.78443,winner,Brazil,Brazil,France,France,3,Brazil,Brazil,France,France,winner,loser,3,0,3,-3,0.78443,0.92454
3570,2013,3,6,9,12,France,away_team,3,0,3,-3,3,-3,Friendly,Brazil,0,0,0.78443,0.92454,France,0.92454,loser,Brazil,Brazil,France,France,3,France,France,Brazil,Brazil,loser,winner,0,3,-3,3,0.78443,0.92454
3571,2013,3,6,10,12,Croatia,home_team,0,1,-1,1,1,-1,Friendly,Switzerland,0,1,0.46229,0.45471,Croatia,0.46229,loser,Croatia,Croatia,Portugal,Portugal,1,Croatia,Croatia,Portugal,Portugal,loser,winner,0,1,-1,1,0.46229,0.45471
3571,2013,3,6,10,12,Portugal,away_team,0,1,-1,1,1,1,Friendly,Switzerland,0,1,0.46229,0.45471,Portugal,0.45471,winner,Croatia,Croatia,Portugal,Portugal,1,Portugal,Portugal,Croatia,Croatia,winner,loser,1,0,1,-1,0.46229,0.45471
3572,2013,3,6,11,12,Ecuador,home_team,1,1,0,0,2,0,FIFA World Cup qualification,Ecuador,0,1,0.81091,0.77752,Ecuador,0.81091,draw,Ecuador,Ecuador,Argentina,Argentina,0,Ecuador,Ecuador,Argentina,Argentina,draw,draw,1,1,0,0,0.81091,0.77752
3572,2013,3,6,11,12,Argentina,away_team,1,1,0,0,2,0,FIFA World Cup qualification,Ecuador,0,1,0.81091,0.77752,Argentina,0.77752,draw,Ecuador,Ecuador,Argentina,Argentina,0,Argentina,Argentina,Ecuador,Ecuador,draw,draw,1,1,0,0,0.81091,0.77752
3573,2013,3,6,11,12,Mexico,home_team,0,0,0,0,0,0,FIFA World Cup qualification,Mexico,1,1,0.36364,0.87906,Mexico,0.36364,draw,Mexico,Mexico,Costa Rica,Costa_Rica,0,Mexico,Mexico,Costa Rica,Costa_Rica,draw,draw,0,0,0,0,0.36364,0.87906
3573,2013,3,6,11,12,Costa Rica,away_team,0,0,0,0,0,0,FIFA World Cup qualification,Mexico,1,1,0.36364,0.87906,Costa_Rica,0.87906,draw,Mexico,Mexico,Costa Rica,Costa_Rica,0,Costa Rica,Costa_Rica,Mexico,Mexico,draw,draw,0,0,0,0,0.36364,0.87906
3574,2013,3,6,15,12,Brazil,home_team,3,0,3,-3,3,3,Confederations Cup,Brazil,0,0,0.64621,0.94209,Brazil,0.64621,winner,Brazil,Brazil,Japan,Japan,3,Brazil,Brazil,Japan,Japan,winner,loser,3,0,3,-3,0.64621,0.94209
3574,2013,3,6,15,12,Japan,away_team,3,0,3,-3,3,-3,Confederations Cup,Brazil,0,0,0.64621,0.94209,Japan,0.94209,loser,Brazil,Brazil,Japan,Japan,3,Japan,Japan,Brazil,Brazil,loser,winner,0,3,-3,3,0.64621,0.94209
3575,2013,3,6,16,12,Spain,home_team,2,1,1,-1,3,1,Confederations Cup,Brazil,1,1,0.24838,0.28367,Spain,0.24838,winner,Spain,Spain,Uruguay,Uruguay,1,Spain,Spain,Uruguay,Uruguay,winner,loser,2,1,1,-1,0.24838,0.28367
3575,2013,3,6,16,12,Uruguay,away_team,2,1,1,-1,3,-1,Confederations Cup,Brazil,1,1,0.24838,0.28367,Uruguay,0.28367,loser,Spain,Spain,Uruguay,Uruguay,1,Uruguay,Uruguay,Spain,Spain,loser,winner,1,2,-1,1,0.24838,0.28367
3576,2013,3,6,18,12,South Korea,home_team,0,1,-1,1,1,-1,FIFA World Cup qualification,South Korea,0,1,0.08889,0.75699,South_Korea,0.08889,loser,South Korea,South_Korea,Iran,Iran,1,South Korea,South_Korea,Iran,Iran,loser,winner,0,1,-1,1,0.08889,0.75699
3576,2013,3,6,18,12,Iran,away_team,0,1,-1,1,1,1,FIFA World Cup qualification,South Korea,0,1,0.08889,0.75699,Iran,0.75699,winner,South Korea,South_Korea,Iran,Iran,1,Iran,Iran,South Korea,South_Korea,winner,loser,1,0,1,-1,0.08889,0.75699
3577,2013,3,6,19,12,Brazil,home_team,2,0,2,-2,2,2,Confederations Cup,Brazil,0,1,0.22232,0.82556,Brazil,0.22232,winner,Brazil,Brazil,Mexico,Mexico,2,Brazil,Brazil,Mexico,Mexico,winner,loser,2,0,2,-2,0.22232,0.82556
3577,2013,3,6,19,12,Mexico,away_team,2,0,2,-2,2,-2,Confederations Cup,Brazil,0,1,0.22232,0.82556,Mexico,0.82556,loser,Brazil,Brazil,Mexico,Mexico,2,Mexico,Mexico,Brazil,Brazil,loser,winner,0,2,-2,2,0.22232,0.82556
3578,2013,3,6,22,12,Japan,home_team,1,2,-1,1,3,-1,Confederations Cup,Brazil,0,1,0.97302,0.04495,Japan,0.97302,loser,Japan,Japan,Mexico,Mexico,1,Japan,Japan,Mexico,Mexico,loser,winner,1,2,-1,1,0.97302,0.04495
3578,2013,3,6,22,12,Mexico,away_team,1,2,-1,1,3,1,Confederations Cup,Brazil,0,1,0.97302,0.04495,Mexico,0.04495,winner,Japan,Japan,Mexico,Mexico,1,Mexico,Mexico,Japan,Japan,winner,loser,2,1,1,-1,0.97302,0.04495
3579,2013,3,6,26,12,Brazil,home_team,2,1,1,-1,3,1,Confederations Cup,Brazil,0,1,0.72287,0.13659,Brazil,0.72287,winner,Brazil,Brazil,Uruguay,Uruguay,1,Brazil,Brazil,Uruguay,Uruguay,winner,loser,2,1,1,-1,0.72287,0.13659
3579,2013,3,6,26,12,Uruguay,away_team,2,1,1,-1,3,-1,Confederations Cup,Brazil,0,1,0.72287,0.13659,Uruguay,0.13659,loser,Brazil,Brazil,Uruguay,Uruguay,1,Uruguay,Uruguay,Brazil,Brazil,loser,winner,1,2,-1,1,0.72287,0.13659
3580,2013,3,6,30,12,Brazil,home_team,3,0,3,-3,3,3,Confederations Cup,Brazil,0,1,0.21277,0.56259,Brazil,0.21277,winner,Brazil,Brazil,Spain,Spain,3,Brazil,Brazil,Spain,Spain,winner,loser,3,0,3,-3,0.21277,0.56259
3580,2013,3,6,30,12,Spain,away_team,3,0,3,-3,3,-3,Confederations Cup,Brazil,0,1,0.21277,0.56259,Spain,0.56259,loser,Brazil,Brazil,Spain,Spain,3,Spain,Spain,Brazil,Brazil,loser,winner,0,3,-3,3,0.21277,0.56259
3581,2013,3,7,11,12,Mexico,home_team,2,0,2,-2,2,2,Gold Cup,United States,1,0,0.28251,0.03794,Mexico,0.28251,winner,Mexico,Mexico,Canada,Canada,2,Mexico,Mexico,Canada,Canada,winner,loser,2,0,2,-2,0.28251,0.03794
3581,2013,3,7,11,12,Canada,away_team,2,0,2,-2,2,-2,Gold Cup,United States,1,0,0.28251,0.03794,Canada,0.03794,loser,Mexico,Mexico,Canada,Canada,2,Canada,Canada,Mexico,Mexico,loser,winner,0,2,-2,2,0.28251,0.03794
3582,2013,3,7,13,12,Morocco,home_team,0,0,0,0,0,0,African Nations Championship,Morocco,0,1,0.08703,0.42505,Morocco,0.08703,draw,Morocco,Morocco,Tunisia,Tunisia,0,Morocco,Morocco,Tunisia,Tunisia,draw,draw,0,0,0,0,0.08703,0.42505
3582,2013,3,7,13,12,Tunisia,away_team,0,0,0,0,0,0,African Nations Championship,Morocco,0,1,0.08703,0.42505,Tunisia,0.42505,draw,Morocco,Morocco,Tunisia,Tunisia,0,Tunisia,Tunisia,Morocco,Morocco,draw,draw,0,0,0,0,0.08703,0.42505
3583,2013,3,7,16,12,United States,home_team,1,0,1,-1,1,1,Gold Cup,United States,0,1,0.88012,0.6279,United_States,0.88012,winner,United States,United_States,Costa Rica,Costa_Rica,1,United States,United_States,Costa Rica,Costa_Rica,winner,loser,1,0,1,-1,0.88012,0.6279
3583,2013,3,7,16,12,Costa Rica,away_team,1,0,1,-1,1,-1,Gold Cup,United States,0,1,0.88012,0.6279,Costa_Rica,0.6279,loser,United States,United_States,Costa Rica,Costa_Rica,1,Costa Rica,Costa_Rica,United States,United_States,loser,winner,0,1,-1,1,0.88012,0.6279
3584,2013,3,7,20,12,South Korea,home_team,0,0,0,0,0,0,EAFF Championship,South Korea,0,0,0.48483,0.91725,South_Korea,0.48483,draw,South Korea,South_Korea,Australia,Australia,0,South Korea,South_Korea,Australia,Australia,draw,draw,0,0,0,0,0.48483,0.91725
3584,2013,3,7,20,12,Australia,away_team,0,0,0,0,0,0,EAFF Championship,South Korea,0,0,0.48483,0.91725,Australia,0.91725,draw,South Korea,South_Korea,Australia,Australia,0,Australia,Australia,South Korea,South_Korea,draw,draw,0,0,0,0,0.48483,0.91725
3585,2013,3,7,25,12,Japan,home_team,3,2,1,-1,5,1,EAFF Championship,South Korea,0,0,0.78868,0.64497,Japan,0.78868,winner,Japan,Japan,Australia,Australia,1,Japan,Japan,Australia,Australia,winner,loser,3,2,1,-1,0.78868,0.64497
3585,2013,3,7,25,12,Australia,away_team,3,2,1,-1,5,-1,EAFF Championship,South Korea,0,0,0.78868,0.64497,Australia,0.64497,loser,Japan,Japan,Australia,Australia,1,Australia,Australia,Japan,Japan,loser,winner,2,3,-1,1,0.78868,0.64497
3586,2013,3,7,28,12,South Korea,home_team,1,2,-1,1,3,-1,EAFF Championship,South Korea,0,0,0.07198,0.78742,South_Korea,0.07198,loser,South Korea,South_Korea,Japan,Japan,1,South Korea,South_Korea,Japan,Japan,loser,winner,1,2,-1,1,0.07198,0.78742
3586,2013,3,7,28,12,Japan,away_team,1,2,-1,1,3,1,EAFF Championship,South Korea,0,0,0.07198,0.78742,Japan,0.78742,winner,South Korea,South_Korea,Japan,Japan,1,Japan,Japan,South Korea,South_Korea,winner,loser,2,1,1,-1,0.07198,0.78742
3587,2013,3,8,14,12,Belgium,home_team,0,0,0,0,0,0,Friendly,Belgium,1,0,0.18264,0.39925,Belgium,0.18264,draw,Belgium,Belgium,France,France,0,Belgium,Belgium,France,France,draw,draw,0,0,0,0,0.18264,0.39925
3587,2013,3,8,14,12,France,away_team,0,0,0,0,0,0,Friendly,Belgium,1,0,0.18264,0.39925,France,0.39925,draw,Belgium,Belgium,France,France,0,France,France,Belgium,Belgium,draw,draw,0,0,0,0,0.18264,0.39925
3588,2013,3,8,14,12,Ecuador,home_team,0,2,-2,2,2,-2,Friendly,Ecuador,0,1,0.88845,0.93516,Ecuador,0.88845,loser,Ecuador,Ecuador,Spain,Spain,2,Ecuador,Ecuador,Spain,Spain,loser,winner,0,2,-2,2,0.88845,0.93516
3588,2013,3,8,14,12,Spain,away_team,0,2,-2,2,2,2,Friendly,Ecuador,0,1,0.88845,0.93516,Spain,0.93516,winner,Ecuador,Ecuador,Spain,Spain,2,Spain,Spain,Ecuador,Ecuador,winner,loser,2,0,2,-2,0.88845,0.93516
3589,2013,3,8,14,12,Japan,home_team,2,4,-2,2,6,-2,Friendly,Japan,0,1,0.77822,0.14343,Japan,0.77822,loser,Japan,Japan,Uruguay,Uruguay,2,Japan,Japan,Uruguay,Uruguay,loser,winner,2,4,-2,2,0.77822,0.14343
3589,2013,3,8,14,12,Uruguay,away_team,2,4,-2,2,6,2,Friendly,Japan,0,1,0.77822,0.14343,Uruguay,0.14343,winner,Japan,Japan,Uruguay,Uruguay,2,Uruguay,Uruguay,Japan,Japan,winner,loser,4,2,2,-2,0.77822,0.14343
3590,2013,3,8,14,12,Poland,home_team,3,2,1,-1,5,1,Friendly,Poland,0,1,0.96776,0.9947,Poland,0.96776,winner,Poland,Poland,Denmark,Denmark,1,Poland,Poland,Denmark,Denmark,winner,loser,3,2,1,-1,0.96776,0.9947
3590,2013,3,8,14,12,Denmark,away_team,3,2,1,-1,5,-1,Friendly,Poland,0,1,0.96776,0.9947,Denmark,0.9947,loser,Poland,Poland,Denmark,Denmark,1,Denmark,Denmark,Poland,Poland,loser,winner,2,3,-1,1,0.96776,0.9947
3591,2013,3,8,14,12,Portugal,home_team,1,1,0,0,2,0,Friendly,Portugal,1,1,0.37347,0.22482,Portugal,0.37347,draw,Portugal,Portugal,Netherlands,Netherlands,0,Portugal,Portugal,Netherlands,Netherlands,draw,draw,1,1,0,0,0.37347,0.22482
