serial,date,year,year_n,month,day,decade,team,team_ar,status,home_score,away_score,home_result,away_result,total_goals,result,tournament,tournament_ar,city,country,country_ar,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team,home_team_ar,home_team_txt,away_team,away_team_ar,away_team_txt,size,team_a,team_a_ar,team_a_txt,team_b,team_b_ar,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
3255,15/10/2008,2008,8,10,15,11,Canada,كندا,home_team,2,2,0,0,4,0,FIFA World Cup qualification, نصفيات كأس العالم,Edmonton,Canada,كندا,0,1,0.74431,0.62105,Canada,0.74431,draw,Canada,كندا,Canada,Mexico,المكسيك,Mexico,0,Canada,كندا,Canada,Mexico,المكسيك,Mexico,draw,draw,2,2,0,0,0.74431,0.62105
3255,15/10/2008,2008,8,10,15,11,Mexico,المكسيك,away_team,2,2,0,0,4,0,FIFA World Cup qualification, نصفيات كأس العالم,Edmonton,Canada,كندا,0,1,0.74431,0.62105,Mexico,0.62105,draw,Canada,كندا,Canada,Mexico,المكسيك,Mexico,0,Mexico,المكسيك,Mexico,Canada,كندا,Canada,draw,draw,2,2,0,0,0.74431,0.62105
3256,15/10/2008,2008,8,10,15,11,Germany,ألمانيا,home_team,1,0,1,-1,1,1,FIFA World Cup qualification, نصفيات كأس العالم,M√∂nchengladbach,Germany,ألمانيا,1,0,0.84313,0.74399,Germany,0.84313,winner,Germany,ألمانيا,Germany,Wales,ويلز,Wales,1,Germany,ألمانيا,Germany,Wales,ويلز,Wales,winner,loser,1,0,1,-1,0.84313,0.74399
3256,15/10/2008,2008,8,10,15,11,Wales,ويلز,away_team,1,0,1,-1,1,-1,FIFA World Cup qualification, نصفيات كأس العالم,M√∂nchengladbach,Germany,ألمانيا,1,0,0.84313,0.74399,Wales,0.74399,loser,Germany,ألمانيا,Germany,Wales,ويلز,Wales,1,Wales,ويلز,Wales,Germany,ألمانيا,Germany,loser,winner,0,1,-1,1,0.84313,0.74399
3257,09/11/2008,2008,8,11,9,11,Qatar,قطر,home_team,0,1,-1,1,1,-1,Friendly,مباراة ودية,Doha,Qatar,قطر,0,1,0.85947,0.5747,Qatar,0.85947,loser,Qatar,قطر,Qatar,Iran,إيران,Iran,1,Qatar,قطر,Qatar,Iran,إيران,Iran,loser,winner,0,1,-1,1,0.85947,0.5747
3257,09/11/2008,2008,8,11,9,11,Iran,إيران,away_team,0,1,-1,1,1,1,Friendly,مباراة ودية,Doha,Qatar,قطر,0,1,0.85947,0.5747,Iran,0.5747,winner,Qatar,قطر,Qatar,Iran,إيران,Iran,1,Iran,إيران,Iran,Qatar,قطر,Qatar,winner,loser,1,0,1,-1,0.85947,0.5747
3258,12/11/2008,2008,8,11,12,11,Mexico,المكسيك,home_team,2,1,1,-1,3,1,Friendly,مباراة ودية,Phoenix,United States,الولايات المتحدة الأمريكية,1,0,0.146,0.89627,Mexico,0.146,winner,Mexico,المكسيك,Mexico,Ecuador,الاكوادور,Ecuador,1,Mexico,المكسيك,Mexico,Ecuador,الاكوادور,Ecuador,winner,loser,2,1,1,-1,0.146,0.89627
3258,12/11/2008,2008,8,11,12,11,Ecuador,الاكوادور,away_team,2,1,1,-1,3,-1,Friendly,مباراة ودية,Phoenix,United States,الولايات المتحدة الأمريكية,1,0,0.146,0.89627,Ecuador,0.89627,loser,Mexico,المكسيك,Mexico,Ecuador,الاكوادور,Ecuador,1,Ecuador,الاكوادور,Ecuador,Mexico,المكسيك,Mexico,loser,winner,1,2,-1,1,0.146,0.89627
3259,19/11/2008,2008,8,11,19,11,Brazil,البرازيل,home_team,6,2,4,-4,8,4,Friendly,مباراة ودية,Gama,Brazil,البرازيل,0,1,0.71718,0.65265,Brazil,0.71718,winner,Brazil,البرازيل,Brazil,Portugal,البرتغال,Portugal,4,Brazil,البرازيل,Brazil,Portugal,البرتغال,Portugal,winner,loser,6,2,4,-4,0.71718,0.65265
3259,19/11/2008,2008,8,11,19,11,Portugal,البرتغال,away_team,6,2,4,-4,8,-4,Friendly,مباراة ودية,Gama,Brazil,البرازيل,0,1,0.71718,0.65265,Portugal,0.65265,loser,Brazil,البرازيل,Brazil,Portugal,البرتغال,Portugal,4,Portugal,البرتغال,Portugal,Brazil,البرازيل,Brazil,loser,winner,2,6,-4,4,0.71718,0.65265
3260,19/11/2008,2008,8,11,19,11,Denmark,الدنمارك,home_team,0,1,-1,1,1,-1,Friendly,مباراة ودية,Br√∏ndby,Denmark,الدنمارك,1,0,0.11877,0.97773,Denmark,0.11877,loser,Denmark,الدنمارك,Denmark,Wales,ويلز,Wales,1,Denmark,الدنمارك,Denmark,Wales,ويلز,Wales,loser,winner,0,1,-1,1,0.11877,0.97773
3260,19/11/2008,2008,8,11,19,11,Wales,ويلز,away_team,0,1,-1,1,1,1,Friendly,مباراة ودية,Br√∏ndby,Denmark,الدنمارك,1,0,0.11877,0.97773,Wales,0.97773,winner,Denmark,الدنمارك,Denmark,Wales,ويلز,Wales,1,Wales,ويلز,Wales,Denmark,الدنمارك,Denmark,winner,loser,1,0,1,-1,0.11877,0.97773
3261,19/11/2008,2008,8,11,19,11,France,فرنسا,home_team,0,0,0,0,0,0,Friendly,مباراة ودية,Saint-Denis,France,فرنسا,0,1,0.19827,0.47878,France,0.19827,draw,France,فرنسا,France,Uruguay,أوروغواي,Uruguay,0,France,فرنسا,France,Uruguay,أوروغواي,Uruguay,draw,draw,0,0,0,0,0.19827,0.47878
3261,19/11/2008,2008,8,11,19,11,Uruguay,أوروغواي,away_team,0,0,0,0,0,0,Friendly,مباراة ودية,Saint-Denis,France,فرنسا,0,1,0.19827,0.47878,Uruguay,0.47878,draw,France,فرنسا,France,Uruguay,أوروغواي,Uruguay,0,Uruguay,أوروغواي,Uruguay,France,فرنسا,France,draw,draw,0,0,0,0,0.19827,0.47878
3262,19/11/2008,2008,8,11,19,11,Germany,ألمانيا,home_team,1,2,-1,1,3,-1,Friendly,مباراة ودية,Berlin,Germany,ألمانيا,1,1,0.40481,0.85531,Germany,0.40481,loser,Germany,ألمانيا,Germany,England,إنجلترا,England,1,Germany,ألمانيا,Germany,England,إنجلترا,England,loser,winner,1,2,-1,1,0.40481,0.85531
3262,19/11/2008,2008,8,11,19,11,England,إنجلترا,away_team,1,2,-1,1,3,1,Friendly,مباراة ودية,Berlin,Germany,ألمانيا,1,1,0.40481,0.85531,England,0.85531,winner,Germany,ألمانيا,Germany,England,إنجلترا,England,1,England,إنجلترا,England,Germany,ألمانيا,Germany,winner,loser,2,1,1,-1,0.40481,0.85531
3263,19/11/2008,2008,8,11,19,11,Ghana,غانا,home_team,0,0,0,0,0,0,Friendly,مباراة ودية,Accra,Ghana,غانا,0,1,0.69021,0.03158,Ghana,0.69021,draw,Ghana,غانا,Ghana,Tunisia,تونس,Tunisia,0,Ghana,غانا,Ghana,Tunisia,تونس,Tunisia,draw,draw,0,0,0,0,0.69021,0.03158
3263,19/11/2008,2008,8,11,19,11,Tunisia,تونس,away_team,0,0,0,0,0,0,Friendly,مباراة ودية,Accra,Ghana,غانا,0,1,0.69021,0.03158,Tunisia,0.03158,draw,Ghana,غانا,Ghana,Tunisia,تونس,Tunisia,0,Tunisia,تونس,Tunisia,Ghana,غانا,Ghana,draw,draw,0,0,0,0,0.69021,0.03158
3264,19/11/2008,2008,8,11,19,11,Qatar,قطر,home_team,0,3,-3,3,3,-3,FIFA World Cup qualification, نصفيات كأس العالم,Doha,Qatar,قطر,0,0,0.86689,0.34817,Qatar,0.86689,loser,Qatar,قطر,Qatar,Japan,اليابان,Japan,3,Qatar,قطر,Qatar,Japan,اليابان,Japan,loser,winner,0,3,-3,3,0.86689,0.34817
3264,19/11/2008,2008,8,11,19,11,Japan,اليابان,away_team,0,3,-3,3,3,3,FIFA World Cup qualification, نصفيات كأس العالم,Doha,Qatar,قطر,0,0,0.86689,0.34817,Japan,0.34817,winner,Qatar,قطر,Qatar,Japan,اليابان,Japan,3,Japan,اليابان,Japan,Qatar,قطر,Qatar,winner,loser,3,0,3,-3,0.86689,0.34817
3265,19/11/2008,2008,8,11,19,11,Saudi Arabia,المملكة العربية السعودية,home_team,0,2,-2,2,2,-2,FIFA World Cup qualification, نصفيات كأس العالم,Riyadh,Saudi Arabia,المملكة العربية السعودية,1,0,0.044,0.2513,Saudi_Arabia,0.044,loser,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,South Korea,كوريا الجنوبية,South_Korea,2,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,South Korea,كوريا الجنوبية,South_Korea,loser,winner,0,2,-2,2,0.044,0.2513
3265,19/11/2008,2008,8,11,19,11,South Korea,كوريا الجنوبية,away_team,0,2,-2,2,2,2,FIFA World Cup qualification, نصفيات كأس العالم,Riyadh,Saudi Arabia,المملكة العربية السعودية,1,0,0.044,0.2513,South_Korea,0.2513,winner,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,South Korea,كوريا الجنوبية,South_Korea,2,South Korea,كوريا الجنوبية,South_Korea,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,winner,loser,2,0,2,-2,0.044,0.2513
3266,14/12/2008,2008,8,12,14,11,Serbia,صربيا,home_team,0,1,-1,1,1,-1,Friendly,مباراة ودية,Antalya,Turkey,تركيا,1,0,0.57222,0.81052,Serbia,0.57222,loser,Serbia,صربيا,Serbia,Poland,بولندا,Poland,1,Serbia,صربيا,Serbia,Poland,بولندا,Poland,loser,winner,0,1,-1,1,0.57222,0.81052
3266,14/12/2008,2008,8,12,14,11,Poland,بولندا,away_team,0,1,-1,1,1,1,Friendly,مباراة ودية,Antalya,Turkey,تركيا,1,0,0.57222,0.81052,Poland,0.81052,winner,Serbia,صربيا,Serbia,Poland,بولندا,Poland,1,Poland,بولندا,Poland,Serbia,صربيا,Serbia,winner,loser,1,0,1,-1,0.57222,0.81052
3267,17/12/2008,2008,8,12,17,11,Iran,إيران,home_team,0,1,-1,1,1,-1,Friendly,مباراة ودية,Muscat,Oman,عمان,1,0,0.02291,0.72933,Iran,0.02291,loser,Iran,إيران,Iran,Ecuador,الاكوادور,Ecuador,1,Iran,إيران,Iran,Ecuador,الاكوادور,Ecuador,loser,winner,0,1,-1,1,0.02291,0.72933
3267,17/12/2008,2008,8,12,17,11,Ecuador,الاكوادور,away_team,0,1,-1,1,1,1,Friendly,مباراة ودية,Muscat,Oman,عمان,1,0,0.02291,0.72933,Ecuador,0.72933,winner,Iran,إيران,Iran,Ecuador,الاكوادور,Ecuador,1,Ecuador,الاكوادور,Ecuador,Iran,إيران,Iran,winner,loser,1,0,1,-1,0.02291,0.72933
3268,05/01/2009,2009,9,1,5,11,Saudi Arabia,المملكة العربية السعودية,home_team,0,0,0,0,0,0,Gulf Cup,كأس الخليج,Muscat,Oman,عمان,1,0,0.71108,0.79031,Saudi_Arabia,0.71108,draw,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,Qatar,قطر,Qatar,0,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,Qatar,قطر,Qatar,draw,draw,0,0,0,0,0.71108,0.79031
3268,05/01/2009,2009,9,1,5,11,Qatar,قطر,away_team,0,0,0,0,0,0,Gulf Cup,كأس الخليج,Muscat,Oman,عمان,1,0,0.71108,0.79031,Qatar,0.79031,draw,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,Qatar,قطر,Qatar,0,Qatar,قطر,Qatar,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,draw,draw,0,0,0,0,0.71108,0.79031
3269,11/02/2009,2009,9,2,11,11,France,فرنسا,home_team,0,2,-2,2,2,-2,Friendly,مباراة ودية,Marseille,France,فرنسا,0,1,0.3183,0.23016,France,0.3183,loser,France,فرنسا,France,Argentina,الأرجنتين,Argentina,2,France,فرنسا,France,Argentina,الأرجنتين,Argentina,loser,winner,0,2,-2,2,0.3183,0.23016
3269,11/02/2009,2009,9,2,11,11,Argentina,الأرجنتين,away_team,0,2,-2,2,2,2,Friendly,مباراة ودية,Marseille,France,فرنسا,0,1,0.3183,0.23016,Argentina,0.23016,winner,France,فرنسا,France,Argentina,الأرجنتين,Argentina,2,Argentina,الأرجنتين,Argentina,France,فرنسا,France,winner,loser,2,0,2,-2,0.3183,0.23016
3270,11/02/2009,2009,9,2,11,11,Iran,إيران,home_team,1,1,0,0,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Tehran,Iran,إيران,1,0,0.65528,0.61687,Iran,0.65528,draw,Iran,إيران,Iran,South Korea,كوريا الجنوبية,South_Korea,0,Iran,إيران,Iran,South Korea,كوريا الجنوبية,South_Korea,draw,draw,1,1,0,0,0.65528,0.61687
3270,11/02/2009,2009,9,2,11,11,South Korea,كوريا الجنوبية,away_team,1,1,0,0,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Tehran,Iran,إيران,1,0,0.65528,0.61687,South_Korea,0.61687,draw,Iran,إيران,Iran,South Korea,كوريا الجنوبية,South_Korea,0,South Korea,كوريا الجنوبية,South_Korea,Iran,إيران,Iran,draw,draw,1,1,0,0,0.65528,0.61687
3271,11/02/2009,2009,9,2,11,11,Japan,اليابان,home_team,0,0,0,0,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Yokohama,Japan,اليابان,0,0,0.79901,0.88208,Japan,0.79901,draw,Japan,اليابان,Japan,Australia,أستراليا,Australia,0,Japan,اليابان,Japan,Australia,أستراليا,Australia,draw,draw,0,0,0,0,0.79901,0.88208
3271,11/02/2009,2009,9,2,11,11,Australia,أستراليا,away_team,0,0,0,0,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Yokohama,Japan,اليابان,0,0,0.79901,0.88208,Australia,0.88208,draw,Japan,اليابان,Japan,Australia,أستراليا,Australia,0,Australia,أستراليا,Australia,Japan,اليابان,Japan,draw,draw,0,0,0,0,0.79901,0.88208
3272,11/02/2009,2009,9,2,11,11,Spain,إسبانيا,home_team,2,0,2,-2,2,2,Friendly,مباراة ودية,Seville,Spain,إسبانيا,1,1,0.97245,0.45515,Spain,0.97245,winner,Spain,إسبانيا,Spain,England,إنجلترا,England,2,Spain,إسبانيا,Spain,England,إنجلترا,England,winner,loser,2,0,2,-2,0.97245,0.45515
3272,11/02/2009,2009,9,2,11,11,England,إنجلترا,away_team,2,0,2,-2,2,-2,Friendly,مباراة ودية,Seville,Spain,إسبانيا,1,1,0.97245,0.45515,England,0.45515,loser,Spain,إسبانيا,Spain,England,إنجلترا,England,2,England,إنجلترا,England,Spain,إسبانيا,Spain,loser,winner,0,2,-2,2,0.97245,0.45515
3273,11/02/2009,2009,9,2,11,11,Tunisia,تونس,home_team,1,1,0,0,2,0,Friendly,مباراة ودية,Rad√®s,Tunisia,تونس,1,1,0.05126,0.89023,Tunisia,0.05126,draw,Tunisia,تونس,Tunisia,Netherlands,هولندا,Netherlands,0,Tunisia,تونس,Tunisia,Netherlands,هولندا,Netherlands,draw,draw,1,1,0,0,0.05126,0.89023
3273,11/02/2009,2009,9,2,11,11,Netherlands,هولندا,away_team,1,1,0,0,2,0,Friendly,مباراة ودية,Rad√®s,Tunisia,تونس,1,1,0.05126,0.89023,Netherlands,0.89023,draw,Tunisia,تونس,Tunisia,Netherlands,هولندا,Netherlands,0,Netherlands,هولندا,Netherlands,Tunisia,تونس,Tunisia,draw,draw,1,1,0,0,0.05126,0.89023
3274,11/02/2009,2009,9,2,11,11,United States,الولايات المتحدة الأمريكية,home_team,2,0,2,-2,2,2,FIFA World Cup qualification, نصفيات كأس العالم,Columbus,United States,الولايات المتحدة الأمريكية,0,1,0.64561,0.22974,United_States,0.64561,winner,United States,الولايات المتحدة الأمريكية,United_States,Mexico,المكسيك,Mexico,2,United States,الولايات المتحدة الأمريكية,United_States,Mexico,المكسيك,Mexico,winner,loser,2,0,2,-2,0.64561,0.22974
3274,11/02/2009,2009,9,2,11,11,Mexico,المكسيك,away_team,2,0,2,-2,2,-2,FIFA World Cup qualification, نصفيات كأس العالم,Columbus,United States,الولايات المتحدة الأمريكية,0,1,0.64561,0.22974,Mexico,0.22974,loser,United States,الولايات المتحدة الأمريكية,United_States,Mexico,المكسيك,Mexico,2,Mexico,المكسيك,Mexico,United States,الولايات المتحدة الأمريكية,United_States,loser,winner,0,2,-2,2,0.64561,0.22974
3275,11/02/2009,2009,9,2,11,11,Wales,ويلز,home_team,0,1,-1,1,1,-1,Friendly,مباراة ودية,Vila Real de Santo Ant√≥nio,Portugal,البرتغال,0,0,0.07162,0.48876,Wales,0.07162,loser,Wales,ويلز,Wales,Poland,بولندا,Poland,1,Wales,ويلز,Wales,Poland,بولندا,Poland,loser,winner,0,1,-1,1,0.07162,0.48876
3275,11/02/2009,2009,9,2,11,11,Poland,بولندا,away_team,0,1,-1,1,1,1,Friendly,مباراة ودية,Vila Real de Santo Ant√≥nio,Portugal,البرتغال,0,0,0.07162,0.48876,Poland,0.48876,winner,Wales,ويلز,Wales,Poland,بولندا,Poland,1,Poland,بولندا,Poland,Wales,ويلز,Wales,winner,loser,1,0,1,-1,0.07162,0.48876
3276,28/03/2009,2009,9,3,28,11,Iran,إيران,home_team,1,2,-1,1,3,-1,FIFA World Cup qualification, نصفيات كأس العالم,Tehran,Iran,إيران,1,1,0.00894,0.94973,Iran,0.00894,loser,Iran,إيران,Iran,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,1,Iran,إيران,Iran,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,loser,winner,1,2,-1,1,0.00894,0.94973
3276,28/03/2009,2009,9,3,28,11,Saudi Arabia,المملكة العربية السعودية,away_team,1,2,-1,1,3,1,FIFA World Cup qualification, نصفيات كأس العالم,Tehran,Iran,إيران,1,1,0.00894,0.94973,Saudi_Arabia,0.94973,winner,Iran,إيران,Iran,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,1,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,Iran,إيران,Iran,winner,loser,2,1,1,-1,0.00894,0.94973
3277,28/03/2009,2009,9,3,28,11,Mexico,المكسيك,home_team,2,0,2,-2,2,2,FIFA World Cup qualification, نصفيات كأس العالم,Mexico City,Mexico,المكسيك,1,1,0.61432,0.99369,Mexico,0.61432,winner,Mexico,المكسيك,Mexico,Costa Rica,كوستا ريكا,Costa_Rica,2,Mexico,المكسيك,Mexico,Costa Rica,كوستا ريكا,Costa_Rica,winner,loser,2,0,2,-2,0.61432,0.99369
3277,28/03/2009,2009,9,3,28,11,Costa Rica,كوستا ريكا,away_team,2,0,2,-2,2,-2,FIFA World Cup qualification, نصفيات كأس العالم,Mexico City,Mexico,المكسيك,1,1,0.61432,0.99369,Costa_Rica,0.99369,loser,Mexico,المكسيك,Mexico,Costa Rica,كوستا ريكا,Costa_Rica,2,Costa Rica,كوستا ريكا,Costa_Rica,Mexico,المكسيك,Mexico,loser,winner,0,2,-2,2,0.61432,0.99369
3278,29/03/2009,2009,9,3,29,11,Ecuador,الاكوادور,home_team,1,1,0,0,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Quito,Ecuador,الاكوادور,0,0,0.59124,0.93943,Ecuador,0.59124,draw,Ecuador,الاكوادور,Ecuador,Brazil,البرازيل,Brazil,0,Ecuador,الاكوادور,Ecuador,Brazil,البرازيل,Brazil,draw,draw,1,1,0,0,0.59124,0.93943
3278,29/03/2009,2009,9,3,29,11,Brazil,البرازيل,away_team,1,1,0,0,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Quito,Ecuador,الاكوادور,0,0,0.59124,0.93943,Brazil,0.93943,draw,Ecuador,الاكوادور,Ecuador,Brazil,البرازيل,Brazil,0,Brazil,البرازيل,Brazil,Ecuador,الاكوادور,Ecuador,draw,draw,1,1,0,0,0.59124,0.93943
3279,01/04/2009,2009,9,4,1,11,Iran,إيران,home_team,1,1,0,0,2,0,Friendly,مباراة ودية,Tehran,Iran,إيران,1,0,0.00736,0.82301,Iran,0.00736,draw,Iran,إيران,Iran,Senegal,السنغال,Senegal,0,Iran,إيران,Iran,Senegal,السنغال,Senegal,draw,draw,1,1,0,0,0.00736,0.82301
3279,01/04/2009,2009,9,4,1,11,Senegal,السنغال,away_team,1,1,0,0,2,0,Friendly,مباراة ودية,Tehran,Iran,إيران,1,0,0.00736,0.82301,Senegal,0.82301,draw,Iran,إيران,Iran,Senegal,السنغال,Senegal,0,Senegal,السنغال,Senegal,Iran,إيران,Iran,draw,draw,1,1,0,0,0.00736,0.82301
3280,01/04/2009,2009,9,4,1,11,Wales,ويلز,home_team,0,2,-2,2,2,-2,FIFA World Cup qualification, نصفيات كأس العالم,Cardiff,Wales,ويلز,0,1,0.94571,0.55332,Wales,0.94571,loser,Wales,ويلز,Wales,Germany,ألمانيا,Germany,2,Wales,ويلز,Wales,Germany,ألمانيا,Germany,loser,winner,0,2,-2,2,0.94571,0.55332
3280,01/04/2009,2009,9,4,1,11,Germany,ألمانيا,away_team,0,2,-2,2,2,2,FIFA World Cup qualification, نصفيات كأس العالم,Cardiff,Wales,ويلز,0,1,0.94571,0.55332,Germany,0.55332,winner,Wales,ويلز,Wales,Germany,ألمانيا,Germany,2,Germany,ألمانيا,Germany,Wales,ويلز,Wales,winner,loser,2,0,2,-2,0.94571,0.55332
3281,26/05/2009,2009,9,5,26,11,Qatar,قطر,home_team,2,1,1,-1,3,1,Friendly,مباراة ودية,Doha,Qatar,قطر,0,1,0.44498,0.86072,Qatar,0.44498,winner,Qatar,قطر,Qatar,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,1,Qatar,قطر,Qatar,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,winner,loser,2,1,1,-1,0.44498,0.86072
3281,26/05/2009,2009,9,5,26,11,Saudi Arabia,المملكة العربية السعودية,away_team,2,1,1,-1,3,-1,Friendly,مباراة ودية,Doha,Qatar,قطر,0,1,0.44498,0.86072,Saudi_Arabia,0.86072,loser,Qatar,قطر,Qatar,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,1,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,Qatar,قطر,Qatar,loser,winner,1,2,-1,1,0.44498,0.86072
3282,31/05/2009,2009,9,5,31,11,Japan,اليابان,home_team,4,0,4,-4,4,4,Kirin Cup,كأس كيرين,Tokyo,Japan,اليابان,0,1,0.13369,0.58948,Japan,0.13369,winner,Japan,اليابان,Japan,Belgium,بلجيكا,Belgium,4,Japan,اليابان,Japan,Belgium,بلجيكا,Belgium,winner,loser,4,0,4,-4,0.13369,0.58948
3282,31/05/2009,2009,9,5,31,11,Belgium,بلجيكا,away_team,4,0,4,-4,4,-4,Kirin Cup,كأس كيرين,Tokyo,Japan,اليابان,0,1,0.13369,0.58948,Belgium,0.58948,loser,Japan,اليابان,Japan,Belgium,بلجيكا,Belgium,4,Belgium,بلجيكا,Belgium,Japan,اليابان,Japan,loser,winner,0,4,-4,4,0.13369,0.58948
3283,03/06/2009,2009,9,6,3,11,Costa Rica,كوستا ريكا,home_team,3,1,2,-2,4,2,FIFA World Cup qualification, نصفيات كأس العالم,San Jos√©,Costa Rica,كوستا ريكا,1,0,0.5911,0.59008,Costa_Rica,0.5911,winner,Costa Rica,كوستا ريكا,Costa_Rica,United States,الولايات المتحدة الأمريكية,United_States,2,Costa Rica,كوستا ريكا,Costa_Rica,United States,الولايات المتحدة الأمريكية,United_States,winner,loser,3,1,2,-2,0.5911,0.59008
3283,03/06/2009,2009,9,6,3,11,United States,الولايات المتحدة الأمريكية,away_team,3,1,2,-2,4,-2,FIFA World Cup qualification, نصفيات كأس العالم,San Jos√©,Costa Rica,كوستا ريكا,1,0,0.5911,0.59008,United_States,0.59008,loser,Costa Rica,كوستا ريكا,Costa_Rica,United States,الولايات المتحدة الأمريكية,United_States,2,United States,الولايات المتحدة الأمريكية,United_States,Costa Rica,كوستا ريكا,Costa_Rica,loser,winner,1,3,-2,2,0.5911,0.59008
3284,06/06/2009,2009,9,6,6,11,Qatar,قطر,home_team,0,0,0,0,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Doha,Qatar,قطر,0,0,0.9831,0.4842,Qatar,0.9831,draw,Qatar,قطر,Qatar,Australia,أستراليا,Australia,0,Qatar,قطر,Qatar,Australia,أستراليا,Australia,draw,draw,0,0,0,0,0.9831,0.4842
3284,06/06/2009,2009,9,6,6,11,Australia,أستراليا,away_team,0,0,0,0,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Doha,Qatar,قطر,0,0,0.9831,0.4842,Australia,0.4842,draw,Qatar,قطر,Qatar,Australia,أستراليا,Australia,0,Australia,أستراليا,Australia,Qatar,قطر,Qatar,draw,draw,0,0,0,0,0.9831,0.4842
3285,06/06/2009,2009,9,6,6,11,Uruguay,أوروغواي,home_team,0,4,-4,4,4,-4,FIFA World Cup qualification, نصفيات كأس العالم,Montevideo,Uruguay,أوروغواي,1,0,0.29137,0.88184,Uruguay,0.29137,loser,Uruguay,أوروغواي,Uruguay,Brazil,البرازيل,Brazil,4,Uruguay,أوروغواي,Uruguay,Brazil,البرازيل,Brazil,loser,winner,0,4,-4,4,0.29137,0.88184
3285,06/06/2009,2009,9,6,6,11,Brazil,البرازيل,away_team,0,4,-4,4,4,4,FIFA World Cup qualification, نصفيات كأس العالم,Montevideo,Uruguay,أوروغواي,1,0,0.29137,0.88184,Brazil,0.88184,winner,Uruguay,أوروغواي,Uruguay,Brazil,البرازيل,Brazil,4,Brazil,البرازيل,Brazil,Uruguay,أوروغواي,Uruguay,winner,loser,4,0,4,-4,0.29137,0.88184
3286,10/06/2009,2009,9,6,10,11,Ecuador,الاكوادور,home_team,2,0,2,-2,2,2,FIFA World Cup qualification, نصفيات كأس العالم,Quito,Ecuador,الاكوادور,0,1,0.03655,0.36532,Ecuador,0.03655,winner,Ecuador,الاكوادور,Ecuador,Argentina,الأرجنتين,Argentina,2,Ecuador,الاكوادور,Ecuador,Argentina,الأرجنتين,Argentina,winner,loser,2,0,2,-2,0.03655,0.36532
3286,10/06/2009,2009,9,6,10,11,Argentina,الأرجنتين,away_team,2,0,2,-2,2,-2,FIFA World Cup qualification, نصفيات كأس العالم,Quito,Ecuador,الاكوادور,0,1,0.03655,0.36532,Argentina,0.36532,loser,Ecuador,الاكوادور,Ecuador,Argentina,الأرجنتين,Argentina,2,Argentina,الأرجنتين,Argentina,Ecuador,الاكوادور,Ecuador,loser,winner,0,2,-2,2,0.03655,0.36532
3287,10/06/2009,2009,9,6,10,11,Japan,اليابان,home_team,1,1,0,0,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Yokohama,Japan,اليابان,0,0,0.28901,0.25616,Japan,0.28901,draw,Japan,اليابان,Japan,Qatar,قطر,Qatar,0,Japan,اليابان,Japan,Qatar,قطر,Qatar,draw,draw,1,1,0,0,0.28901,0.25616
3287,10/06/2009,2009,9,6,10,11,Qatar,قطر,away_team,1,1,0,0,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Yokohama,Japan,اليابان,0,0,0.28901,0.25616,Qatar,0.25616,draw,Japan,اليابان,Japan,Qatar,قطر,Qatar,0,Qatar,قطر,Qatar,Japan,اليابان,Japan,draw,draw,1,1,0,0,0.28901,0.25616
3288,10/06/2009,2009,9,6,10,11,South Korea,كوريا الجنوبية,home_team,0,0,0,0,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Seoul,South Korea,كوريا الجنوبية,0,1,0.37996,0.88559,South_Korea,0.37996,draw,South Korea,كوريا الجنوبية,South_Korea,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,0,South Korea,كوريا الجنوبية,South_Korea,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,draw,draw,0,0,0,0,0.37996,0.88559
