serial,date,year,year_n,month,day,decade,team,team_ar,status,home_score,away_score,home_result,away_result,total_goals,result,tournament,tournament_ar,city,country,country_ar,home_group,away_group,home_random,away_random,team_txt,random,result_desc,home_team,home_team_ar,home_team_txt,away_team,away_team_ar,away_team_txt,size,team_a,team_a_ar,team_a_txt,team_b,team_b_ar,team_b_txt,result_desc_a,result_desc_b,score_a,score_b,result_a,result_b,random_a,random_b
3288,10/06/2009,2009,9,6,10,11,Saudi Arabia,المملكة العربية السعودية,away_team,0,0,0,0,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Seoul,South Korea,كوريا الجنوبية,0,1,0.37996,0.88559,Saudi_Arabia,0.88559,draw,South Korea,كوريا الجنوبية,South_Korea,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,0,Saudi Arabia,المملكة العربية السعودية,Saudi_Arabia,South Korea,كوريا الجنوبية,South_Korea,draw,draw,0,0,0,0,0.37996,0.88559
3289,17/06/2009,2009,9,6,17,11,Australia,أستراليا,home_team,2,1,1,-1,3,1,FIFA World Cup qualification, نصفيات كأس العالم,Melbourne,Australia,أستراليا,0,0,0.77118,0.5953,Australia,0.77118,winner,Australia,أستراليا,Australia,Japan,اليابان,Japan,1,Australia,أستراليا,Australia,Japan,اليابان,Japan,winner,loser,2,1,1,-1,0.77118,0.5953
3289,17/06/2009,2009,9,6,17,11,Japan,اليابان,away_team,2,1,1,-1,3,-1,FIFA World Cup qualification, نصفيات كأس العالم,Melbourne,Australia,أستراليا,0,0,0.77118,0.5953,Japan,0.5953,loser,Australia,أستراليا,Australia,Japan,اليابان,Japan,1,Japan,اليابان,Japan,Australia,أستراليا,Australia,loser,winner,1,2,-1,1,0.77118,0.5953
3290,17/06/2009,2009,9,6,17,11,South Korea,كوريا الجنوبية,home_team,1,1,0,0,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Seoul,South Korea,كوريا الجنوبية,0,1,0.59429,0.37379,South_Korea,0.59429,draw,South Korea,كوريا الجنوبية,South_Korea,Iran,إيران,Iran,0,South Korea,كوريا الجنوبية,South_Korea,Iran,إيران,Iran,draw,draw,1,1,0,0,0.59429,0.37379
3290,17/06/2009,2009,9,6,17,11,Iran,إيران,away_team,1,1,0,0,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Seoul,South Korea,كوريا الجنوبية,0,1,0.59429,0.37379,Iran,0.37379,draw,South Korea,كوريا الجنوبية,South_Korea,Iran,إيران,Iran,0,Iran,إيران,Iran,South Korea,كوريا الجنوبية,South_Korea,draw,draw,1,1,0,0,0.59429,0.37379
3291,18/06/2009,2009,9,6,18,11,United States,الولايات المتحدة الأمريكية,home_team,0,3,-3,3,3,-3,Confederations Cup, كأس القارات,Pretoria,South Africa,جنوب أفريقيا,0,0,0.99715,0.12834,United_States,0.99715,loser,United States,الولايات المتحدة الأمريكية,United_States,Brazil,البرازيل,Brazil,3,United States,الولايات المتحدة الأمريكية,United_States,Brazil,البرازيل,Brazil,loser,winner,0,3,-3,3,0.99715,0.12834
3291,18/06/2009,2009,9,6,18,11,Brazil,البرازيل,away_team,0,3,-3,3,3,3,Confederations Cup, كأس القارات,Pretoria,South Africa,جنوب أفريقيا,0,0,0.99715,0.12834,Brazil,0.12834,winner,United States,الولايات المتحدة الأمريكية,United_States,Brazil,البرازيل,Brazil,3,Brazil,البرازيل,Brazil,United States,الولايات المتحدة الأمريكية,United_States,winner,loser,3,0,3,-3,0.99715,0.12834
3292,24/06/2009,2009,9,6,24,11,Spain,إسبانيا,home_team,0,2,-2,2,2,-2,Confederations Cup, كأس القارات,Bloemfontein,South Africa,جنوب أفريقيا,1,0,0.88173,0.95259,Spain,0.88173,loser,Spain,إسبانيا,Spain,United States,الولايات المتحدة الأمريكية,United_States,2,Spain,إسبانيا,Spain,United States,الولايات المتحدة الأمريكية,United_States,loser,winner,0,2,-2,2,0.88173,0.95259
3292,24/06/2009,2009,9,6,24,11,United States,الولايات المتحدة الأمريكية,away_team,0,2,-2,2,2,2,Confederations Cup, كأس القارات,Bloemfontein,South Africa,جنوب أفريقيا,1,0,0.88173,0.95259,United_States,0.95259,winner,Spain,إسبانيا,Spain,United States,الولايات المتحدة الأمريكية,United_States,2,United States,الولايات المتحدة الأمريكية,United_States,Spain,إسبانيا,Spain,winner,loser,2,0,2,-2,0.88173,0.95259
3293,28/06/2009,2009,9,6,28,11,United States,الولايات المتحدة الأمريكية,home_team,2,3,-1,1,5,-1,Confederations Cup, كأس القارات,Johannesburg,South Africa,جنوب أفريقيا,0,0,0.07904,0.86,United_States,0.07904,loser,United States,الولايات المتحدة الأمريكية,United_States,Brazil,البرازيل,Brazil,1,United States,الولايات المتحدة الأمريكية,United_States,Brazil,البرازيل,Brazil,loser,winner,2,3,-1,1,0.07904,0.86
3293,28/06/2009,2009,9,6,28,11,Brazil,البرازيل,away_team,2,3,-1,1,5,1,Confederations Cup, كأس القارات,Johannesburg,South Africa,جنوب أفريقيا,0,0,0.07904,0.86,Brazil,0.86,winner,United States,الولايات المتحدة الأمريكية,United_States,Brazil,البرازيل,Brazil,1,Brazil,البرازيل,Brazil,United States,الولايات المتحدة الأمريكية,United_States,winner,loser,3,2,1,-1,0.07904,0.86
3294,10/07/2009,2009,9,7,10,11,Costa Rica,كوستا ريكا,home_team,2,2,0,0,4,0,Gold Cup,الكأس الذهبية,Miami,United States,الولايات المتحدة الأمريكية,1,0,0.90671,0.16525,Costa_Rica,0.90671,draw,Costa Rica,كوستا ريكا,Costa_Rica,Canada,كندا,Canada,0,Costa Rica,كوستا ريكا,Costa_Rica,Canada,كندا,Canada,draw,draw,2,2,0,0,0.90671,0.16525
3294,10/07/2009,2009,9,7,10,11,Canada,كندا,away_team,2,2,0,0,4,0,Gold Cup,الكأس الذهبية,Miami,United States,الولايات المتحدة الأمريكية,1,0,0.90671,0.16525,Canada,0.16525,draw,Costa Rica,كوستا ريكا,Costa_Rica,Canada,كندا,Canada,0,Canada,كندا,Canada,Costa Rica,كوستا ريكا,Costa_Rica,draw,draw,2,2,0,0,0.90671,0.16525
3295,23/07/2009,2009,9,7,23,11,Costa Rica,كوستا ريكا,home_team,1,1,0,0,2,0,Gold Cup,الكأس الذهبية,Chicago,United States,الولايات المتحدة الأمريكية,1,1,0.94268,0.48549,Costa_Rica,0.94268,draw,Costa Rica,كوستا ريكا,Costa_Rica,Mexico,المكسيك,Mexico,0,Costa Rica,كوستا ريكا,Costa_Rica,Mexico,المكسيك,Mexico,draw,draw,1,1,0,0,0.94268,0.48549
3295,23/07/2009,2009,9,7,23,11,Mexico,المكسيك,away_team,1,1,0,0,2,0,Gold Cup,الكأس الذهبية,Chicago,United States,الولايات المتحدة الأمريكية,1,1,0.94268,0.48549,Mexico,0.48549,draw,Costa Rica,كوستا ريكا,Costa_Rica,Mexico,المكسيك,Mexico,0,Mexico,المكسيك,Mexico,Costa Rica,كوستا ريكا,Costa_Rica,draw,draw,1,1,0,0,0.94268,0.48549
3296,26/07/2009,2009,9,7,26,11,United States,الولايات المتحدة الأمريكية,home_team,0,5,-5,5,5,-5,Gold Cup,الكأس الذهبية,East Rutherford,United States,الولايات المتحدة الأمريكية,0,1,0.21808,0.3827,United_States,0.21808,loser,United States,الولايات المتحدة الأمريكية,United_States,Mexico,المكسيك,Mexico,5,United States,الولايات المتحدة الأمريكية,United_States,Mexico,المكسيك,Mexico,loser,winner,0,5,-5,5,0.21808,0.3827
3296,26/07/2009,2009,9,7,26,11,Mexico,المكسيك,away_team,0,5,-5,5,5,5,Gold Cup,الكأس الذهبية,East Rutherford,United States,الولايات المتحدة الأمريكية,0,1,0.21808,0.3827,Mexico,0.3827,winner,United States,الولايات المتحدة الأمريكية,United_States,Mexico,المكسيك,Mexico,5,Mexico,المكسيك,Mexico,United States,الولايات المتحدة الأمريكية,United_States,winner,loser,5,0,5,-5,0.21808,0.3827
3297,12/08/2009,2009,9,8,12,11,Mexico,المكسيك,home_team,2,1,1,-1,3,1,FIFA World Cup qualification, نصفيات كأس العالم,Mexico City,Mexico,المكسيك,1,0,0.27195,0.89249,Mexico,0.27195,winner,Mexico,المكسيك,Mexico,United States,الولايات المتحدة الأمريكية,United_States,1,Mexico,المكسيك,Mexico,United States,الولايات المتحدة الأمريكية,United_States,winner,loser,2,1,1,-1,0.27195,0.89249
3297,12/08/2009,2009,9,8,12,11,United States,الولايات المتحدة الأمريكية,away_team,2,1,1,-1,3,-1,FIFA World Cup qualification, نصفيات كأس العالم,Mexico City,Mexico,المكسيك,1,0,0.27195,0.89249,United_States,0.89249,loser,Mexico,المكسيك,Mexico,United States,الولايات المتحدة الأمريكية,United_States,1,United States,الولايات المتحدة الأمريكية,United_States,Mexico,المكسيك,Mexico,loser,winner,1,2,-1,1,0.27195,0.89249
3298,12/08/2009,2009,9,8,12,11,Netherlands,هولندا,home_team,2,2,0,0,4,0,Friendly,مباراة ودية,Amsterdam,Netherlands,هولندا,1,1,0.96209,0.75056,Netherlands,0.96209,draw,Netherlands,هولندا,Netherlands,England,إنجلترا,England,0,Netherlands,هولندا,Netherlands,England,إنجلترا,England,draw,draw,2,2,0,0,0.96209,0.75056
3298,12/08/2009,2009,9,8,12,11,England,إنجلترا,away_team,2,2,0,0,4,0,Friendly,مباراة ودية,Amsterdam,Netherlands,هولندا,1,1,0.96209,0.75056,England,0.75056,draw,Netherlands,هولندا,Netherlands,England,إنجلترا,England,0,England,إنجلترا,England,Netherlands,هولندا,Netherlands,draw,draw,2,2,0,0,0.96209,0.75056
3299,05/09/2009,2009,9,9,5,11,Argentina,الأرجنتين,home_team,1,3,-2,2,4,-2,FIFA World Cup qualification, نصفيات كأس العالم,Rosario,Argentina,الأرجنتين,1,0,0.85861,0.07926,Argentina,0.85861,loser,Argentina,الأرجنتين,Argentina,Brazil,البرازيل,Brazil,2,Argentina,الأرجنتين,Argentina,Brazil,البرازيل,Brazil,loser,winner,1,3,-2,2,0.85861,0.07926
3299,05/09/2009,2009,9,9,5,11,Brazil,البرازيل,away_team,1,3,-2,2,4,2,FIFA World Cup qualification, نصفيات كأس العالم,Rosario,Argentina,الأرجنتين,1,0,0.85861,0.07926,Brazil,0.07926,winner,Argentina,الأرجنتين,Argentina,Brazil,البرازيل,Brazil,2,Brazil,البرازيل,Brazil,Argentina,الأرجنتين,Argentina,winner,loser,3,1,2,-2,0.85861,0.07926
3300,05/09/2009,2009,9,9,5,11,Costa Rica,كوستا ريكا,home_team,0,3,-3,3,3,-3,FIFA World Cup qualification, نصفيات كأس العالم,San Jos√©,Costa Rica,كوستا ريكا,1,1,0.65754,0.59229,Costa_Rica,0.65754,loser,Costa Rica,كوستا ريكا,Costa_Rica,Mexico,المكسيك,Mexico,3,Costa Rica,كوستا ريكا,Costa_Rica,Mexico,المكسيك,Mexico,loser,winner,0,3,-3,3,0.65754,0.59229
3300,05/09/2009,2009,9,9,5,11,Mexico,المكسيك,away_team,0,3,-3,3,3,3,FIFA World Cup qualification, نصفيات كأس العالم,San Jos√©,Costa Rica,كوستا ريكا,1,1,0.65754,0.59229,Mexico,0.59229,winner,Costa Rica,كوستا ريكا,Costa_Rica,Mexico,المكسيك,Mexico,3,Mexico,المكسيك,Mexico,Costa Rica,كوستا ريكا,Costa_Rica,winner,loser,3,0,3,-3,0.65754,0.59229
3301,05/09/2009,2009,9,9,5,11,Denmark,الدنمارك,home_team,1,1,0,0,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Copenhagen,Denmark,الدنمارك,1,1,0.06595,0.4435,Denmark,0.06595,draw,Denmark,الدنمارك,Denmark,Portugal,البرتغال,Portugal,0,Denmark,الدنمارك,Denmark,Portugal,البرتغال,Portugal,draw,draw,1,1,0,0,0.06595,0.4435
3301,05/09/2009,2009,9,9,5,11,Portugal,البرتغال,away_team,1,1,0,0,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Copenhagen,Denmark,الدنمارك,1,1,0.06595,0.4435,Portugal,0.4435,draw,Denmark,الدنمارك,Denmark,Portugal,البرتغال,Portugal,0,Portugal,البرتغال,Portugal,Denmark,الدنمارك,Denmark,draw,draw,1,1,0,0,0.06595,0.4435
3302,05/09/2009,2009,9,9,5,11,South Korea,كوريا الجنوبية,home_team,3,1,2,-2,4,2,Friendly,مباراة ودية,Seoul,South Korea,كوريا الجنوبية,0,0,0.58565,0.89788,South_Korea,0.58565,winner,South Korea,كوريا الجنوبية,South_Korea,Australia,أستراليا,Australia,2,South Korea,كوريا الجنوبية,South_Korea,Australia,أستراليا,Australia,winner,loser,3,1,2,-2,0.58565,0.89788
3302,05/09/2009,2009,9,9,5,11,Australia,أستراليا,away_team,3,1,2,-2,4,-2,Friendly,مباراة ودية,Seoul,South Korea,كوريا الجنوبية,0,0,0.58565,0.89788,Australia,0.89788,loser,South Korea,كوريا الجنوبية,South_Korea,Australia,أستراليا,Australia,2,Australia,أستراليا,Australia,South Korea,كوريا الجنوبية,South_Korea,loser,winner,1,3,-2,2,0.58565,0.89788
3303,05/09/2009,2009,9,9,5,11,Netherlands,هولندا,home_team,3,0,3,-3,3,3,Friendly,مباراة ودية,Enschede,Netherlands,هولندا,1,0,0.103,0.26842,Netherlands,0.103,winner,Netherlands,هولندا,Netherlands,Japan,اليابان,Japan,3,Netherlands,هولندا,Netherlands,Japan,اليابان,Japan,winner,loser,3,0,3,-3,0.103,0.26842
3303,05/09/2009,2009,9,9,5,11,Japan,اليابان,away_team,3,0,3,-3,3,-3,Friendly,مباراة ودية,Enschede,Netherlands,هولندا,1,0,0.103,0.26842,Japan,0.26842,loser,Netherlands,هولندا,Netherlands,Japan,اليابان,Japan,3,Japan,اليابان,Japan,Netherlands,هولندا,Netherlands,loser,winner,0,3,-3,3,0.103,0.26842
3304,05/09/2009,2009,9,9,5,11,Spain,إسبانيا,home_team,5,0,5,-5,5,5,FIFA World Cup qualification, نصفيات كأس العالم,La Coru√±a,Spain,إسبانيا,1,1,0.61554,0.11225,Spain,0.61554,winner,Spain,إسبانيا,Spain,Belgium,بلجيكا,Belgium,5,Spain,إسبانيا,Spain,Belgium,بلجيكا,Belgium,winner,loser,5,0,5,-5,0.61554,0.11225
3304,05/09/2009,2009,9,9,5,11,Belgium,بلجيكا,away_team,5,0,5,-5,5,-5,FIFA World Cup qualification, نصفيات كأس العالم,La Coru√±a,Spain,إسبانيا,1,1,0.61554,0.11225,Belgium,0.11225,loser,Spain,إسبانيا,Spain,Belgium,بلجيكا,Belgium,5,Belgium,بلجيكا,Belgium,Spain,إسبانيا,Spain,loser,winner,0,5,-5,5,0.61554,0.11225
3305,09/09/2009,2009,9,9,9,11,England,إنجلترا,home_team,5,1,4,-4,6,4,FIFA World Cup qualification, نصفيات كأس العالم,London,England,إنجلترا,1,0,0.71654,0.76912,England,0.71654,winner,England,إنجلترا,England,Croatia,كرواتيا,Croatia,4,England,إنجلترا,England,Croatia,كرواتيا,Croatia,winner,loser,5,1,4,-4,0.71654,0.76912
3305,09/09/2009,2009,9,9,9,11,Croatia,كرواتيا,away_team,5,1,4,-4,6,-4,FIFA World Cup qualification, نصفيات كأس العالم,London,England,إنجلترا,1,0,0.71654,0.76912,Croatia,0.76912,loser,England,إنجلترا,England,Croatia,كرواتيا,Croatia,4,Croatia,كرواتيا,Croatia,England,إنجلترا,England,loser,winner,1,5,-4,4,0.71654,0.76912
3306,09/09/2009,2009,9,9,9,11,Japan,اليابان,home_team,4,3,1,-1,7,1,Friendly,مباراة ودية,Utrecht,Netherlands,هولندا,0,0,0.69165,0.83139,Japan,0.69165,winner,Japan,اليابان,Japan,Ghana,غانا,Ghana,1,Japan,اليابان,Japan,Ghana,غانا,Ghana,winner,loser,4,3,1,-1,0.69165,0.83139
3306,09/09/2009,2009,9,9,9,11,Ghana,غانا,away_team,4,3,1,-1,7,-1,Friendly,مباراة ودية,Utrecht,Netherlands,هولندا,0,0,0.69165,0.83139,Ghana,0.83139,loser,Japan,اليابان,Japan,Ghana,غانا,Ghana,1,Ghana,غانا,Ghana,Japan,اليابان,Japan,loser,winner,3,4,-1,1,0.69165,0.83139
3307,09/09/2009,2009,9,9,9,11,Serbia,صربيا,home_team,1,1,0,0,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Belgrade,Serbia,صربيا,1,0,0.25805,0.06298,Serbia,0.25805,draw,Serbia,صربيا,Serbia,France,فرنسا,France,0,Serbia,صربيا,Serbia,France,فرنسا,France,draw,draw,1,1,0,0,0.25805,0.06298
3307,09/09/2009,2009,9,9,9,11,France,فرنسا,away_team,1,1,0,0,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Belgrade,Serbia,صربيا,1,0,0.25805,0.06298,France,0.06298,draw,Serbia,صربيا,Serbia,France,فرنسا,France,0,France,فرنسا,France,Serbia,صربيا,Serbia,draw,draw,1,1,0,0,0.25805,0.06298
3308,30/09/2009,2009,9,9,30,11,Argentina,الأرجنتين,home_team,2,0,2,-2,2,2,Friendly,مباراة ودية,C√≥rdoba,Argentina,الأرجنتين,1,0,0.39483,0.22372,Argentina,0.39483,winner,Argentina,الأرجنتين,Argentina,Ghana,غانا,Ghana,2,Argentina,الأرجنتين,Argentina,Ghana,غانا,Ghana,winner,loser,2,0,2,-2,0.39483,0.22372
3308,30/09/2009,2009,9,9,30,11,Ghana,غانا,away_team,2,0,2,-2,2,-2,Friendly,مباراة ودية,C√≥rdoba,Argentina,الأرجنتين,1,0,0.39483,0.22372,Ghana,0.22372,loser,Argentina,الأرجنتين,Argentina,Ghana,غانا,Ghana,2,Ghana,غانا,Ghana,Argentina,الأرجنتين,Argentina,loser,winner,0,2,-2,2,0.39483,0.22372
3309,08/10/2009,2009,9,10,8,11,Croatia,كرواتيا,home_team,3,2,1,-1,5,1,Friendly,مباراة ودية,Rijeka,Croatia,كرواتيا,0,0,0.61641,0.43979,Croatia,0.61641,winner,Croatia,كرواتيا,Croatia,Qatar,قطر,Qatar,1,Croatia,كرواتيا,Croatia,Qatar,قطر,Qatar,winner,loser,3,2,1,-1,0.61641,0.43979
3309,08/10/2009,2009,9,10,8,11,Qatar,قطر,away_team,3,2,1,-1,5,-1,Friendly,مباراة ودية,Rijeka,Croatia,كرواتيا,0,0,0.61641,0.43979,Qatar,0.43979,loser,Croatia,كرواتيا,Croatia,Qatar,قطر,Qatar,1,Qatar,قطر,Qatar,Croatia,كرواتيا,Croatia,loser,winner,2,3,-1,1,0.61641,0.43979
3310,10/10/2009,2009,9,10,10,11,Australia,أستراليا,home_team,0,0,0,0,0,0,Friendly,مباراة ودية,Sydney,Australia,أستراليا,0,1,0.45444,0.11987,Australia,0.45444,draw,Australia,أستراليا,Australia,Netherlands,هولندا,Netherlands,0,Australia,أستراليا,Australia,Netherlands,هولندا,Netherlands,draw,draw,0,0,0,0,0.45444,0.11987
3310,10/10/2009,2009,9,10,10,11,Netherlands,هولندا,away_team,0,0,0,0,0,0,Friendly,مباراة ودية,Sydney,Australia,أستراليا,0,1,0.45444,0.11987,Netherlands,0.11987,draw,Australia,أستراليا,Australia,Netherlands,هولندا,Netherlands,0,Netherlands,هولندا,Netherlands,Australia,أستراليا,Australia,draw,draw,0,0,0,0,0.45444,0.11987
3311,10/10/2009,2009,9,10,10,11,Ecuador,الاكوادور,home_team,1,2,-1,1,3,-1,FIFA World Cup qualification, نصفيات كأس العالم,Quito,Ecuador,الاكوادور,0,1,0.28265,0.33814,Ecuador,0.28265,loser,Ecuador,الاكوادور,Ecuador,Uruguay,أوروغواي,Uruguay,1,Ecuador,الاكوادور,Ecuador,Uruguay,أوروغواي,Uruguay,loser,winner,1,2,-1,1,0.28265,0.33814
3311,10/10/2009,2009,9,10,10,11,Uruguay,أوروغواي,away_team,1,2,-1,1,3,1,FIFA World Cup qualification, نصفيات كأس العالم,Quito,Ecuador,الاكوادور,0,1,0.28265,0.33814,Uruguay,0.33814,winner,Ecuador,الاكوادور,Ecuador,Uruguay,أوروغواي,Uruguay,1,Uruguay,أوروغواي,Uruguay,Ecuador,الاكوادور,Ecuador,winner,loser,2,1,1,-1,0.28265,0.33814
3312,14/10/2009,2009,9,10,14,11,South Korea,كوريا الجنوبية,home_team,2,0,2,-2,2,2,Friendly,مباراة ودية,Seoul,South Korea,كوريا الجنوبية,0,0,0.32244,0.02348,South_Korea,0.32244,winner,South Korea,كوريا الجنوبية,South_Korea,Senegal,السنغال,Senegal,2,South Korea,كوريا الجنوبية,South_Korea,Senegal,السنغال,Senegal,winner,loser,2,0,2,-2,0.32244,0.02348
3312,14/10/2009,2009,9,10,14,11,Senegal,السنغال,away_team,2,0,2,-2,2,-2,Friendly,مباراة ودية,Seoul,South Korea,كوريا الجنوبية,0,0,0.32244,0.02348,Senegal,0.02348,loser,South Korea,كوريا الجنوبية,South_Korea,Senegal,السنغال,Senegal,2,Senegal,السنغال,Senegal,South Korea,كوريا الجنوبية,South_Korea,loser,winner,0,2,-2,2,0.32244,0.02348
