home_team,away_team,home_score,away_score,tournament,country,day,month,year,home_result,away_result,total_goals,serial,home_group,away_group,home_team_txt,away_team_txt,year_n,result,home_random,away_random,decade,home_result_desc,away_result_desc
Netherlands,Belgium,2,3,Friendly,Netherlands,13,5,1906,-1,1,5,18,1,1,Netherlands,Belgium,6,1,0.31951,0.98711,1,loser,winner
Uruguay,Argentina,0,2,Copa Lipton,Uruguay,15,8,1906,-2,2,2,19,1,1,Uruguay,Argentina,6,2,0.72405,0.00968,1,loser,winner
Argentina,Uruguay,2,1,Copa Newton,Argentina,21,10,1906,1,-1,3,20,1,1,Argentina,Uruguay,6,1,0.43289,0.10853,1,winner,loser
England,Wales,1,1,British Championship,England,18,3,1907,0,0,2,21,1,0,England,Wales,7,0,0.94094,0.13946,1,draw,draw
Belgium,Netherlands,1,3,Friendly,Belgium,14,4,1907,-2,2,4,22,1,1,Belgium,Netherlands,7,2,0.64182,0.95946,1,loser,winner
Belgium,France,1,2,Friendly,Belgium,21,4,1907,-1,1,3,23,1,0,Belgium,France,7,1,0.08541,0.03219,1,loser,winner
Netherlands,Belgium,1,2,Friendly,Netherlands,9,5,1907,-1,1,3,24,1,1,Netherlands,Belgium,7,1,0.96616,0.39144,1,loser,winner
Switzerland,France,1,2,Friendly,Switzerland,8,3,1908,-1,1,3,25,0,0,Switzerland,France,8,1,0.4805,0.15903,1,loser,winner
Wales,England,1,7,British Championship,Wales,16,3,1908,-6,6,8,26,0,1,Wales,England,8,6,0.68501,0.69785,1,loser,winner
Belgium,Netherlands,1,4,Friendly,Belgium,29,3,1908,-3,3,5,27,1,1,Belgium,Netherlands,8,3,0.33947,0.65572,1,loser,winner
Switzerland,Germany,5,3,Friendly,Switzerland,5,4,1908,2,-2,8,28,0,1,Switzerland,Germany,8,2,0.7869,0.76033,1,winner,loser
France,Belgium,1,2,Friendly,France,12,4,1908,-1,1,3,29,0,1,France,Belgium,8,1,0.12137,0.04366,1,loser,winner
Netherlands,Belgium,3,1,Friendly,Netherlands,26,4,1908,2,-2,4,30,1,1,Netherlands,Belgium,8,2,0.81934,0.8281,1,winner,loser
Netherlands,France,4,1,Friendly,Netherlands,10,5,1908,3,-3,5,31,1,0,Netherlands,France,8,3,0.74209,0.12457,1,winner,loser
Uruguay,Argentina,2,2,Copa Lipton,Uruguay,15,8,1908,0,0,4,32,1,1,Uruguay,Argentina,8,0,0.48291,0.43999,1,draw,draw
Argentina,Uruguay,2,1,Copa Newton,Argentina,13,9,1908,1,-1,3,33,1,1,Argentina,Uruguay,8,1,0.73164,0.15123,1,winner,loser
Argentina,Uruguay,0,1,Copa Premio Honor Argentino,Argentina,4,10,1908,-1,1,1,34,1,1,Argentina,Uruguay,8,1,0.01594,0.18676,1,loser,winner
England,Wales,2,0,British Championship,England,15,3,1909,2,-2,2,35,1,0,England,Wales,9,2,0.34003,0.82075,1,winner,loser
Belgium,Netherlands,1,4,Friendly,Belgium,21,3,1909,-3,3,5,36,1,1,Belgium,Netherlands,9,3,0.79134,0.22508,1,loser,winner
Germany,Switzerland,1,0,Friendly,Germany,4,4,1909,1,-1,1,37,1,0,Germany,Switzerland,9,1,0.89395,0.46182,1,winner,loser
Netherlands,Belgium,4,1,Friendly,Netherlands,25,4,1909,3,-3,5,38,1,1,Netherlands,Belgium,9,3,0.50579,0.89458,1,winner,loser
Belgium,France,5,2,Friendly,Belgium,9,5,1909,3,-3,7,39,1,0,Belgium,France,9,3,0.83698,0.43885,1,winner,loser
Argentina,Uruguay,2,1,Copa Lipton,Argentina,15,8,1909,1,-1,3,40,1,1,Argentina,Uruguay,9,1,0.67799,0.30068,1,winner,loser
Uruguay,Argentina,2,2,Copa Newton,Uruguay,19,9,1909,0,0,4,41,1,1,Uruguay,Argentina,9,0,0.08252,0.35677,1,draw,draw
Argentina,Uruguay,3,1,Copa Premio Honor Argentino,Argentina,10,10,1909,2,-2,4,42,1,1,Argentina,Uruguay,9,2,0.62124,0.98967,1,winner,loser
Belgium,Netherlands,3,2,Friendly,Belgium,13,3,1910,1,-1,5,43,1,1,Belgium,Netherlands,0,1,0.48635,0.27383,2,winner,loser
Wales,England,0,1,British Championship,Wales,14,3,1910,-1,1,1,44,0,1,Wales,England,0,1,0.33941,0.54379,2,loser,winner
France,Belgium,0,4,Friendly,France,3,4,1910,-4,4,4,45,0,1,France,Belgium,0,4,0.87944,0.51288,2,loser,winner
Switzerland,Germany,2,3,Friendly,Switzerland,3,4,1910,-1,1,5,46,0,1,Switzerland,Germany,0,1,0.46403,0.0186,2,loser,winner
Netherlands,Belgium,7,0,Friendly,Netherlands,10,4,1910,7,-7,7,47,1,1,Netherlands,Belgium,0,7,0.46759,0.99983,2,winner,loser
Netherlands,Germany,4,2,Friendly,Netherlands,24,4,1910,2,-2,6,48,1,1,Netherlands,Germany,0,2,0.5148,0.03713,2,winner,loser
Germany,Belgium,0,3,Friendly,Germany,16,5,1910,-3,3,3,49,1,1,Germany,Belgium,0,3,0.33764,0.80464,2,loser,winner
Argentina,Uruguay,4,1,Friendly,Argentina,12,6,1910,3,-3,5,50,1,1,Argentina,Uruguay,0,3,0.95692,0.1765,2,winner,loser
Uruguay,Argentina,3,1,Copa Lipton,Uruguay,15,8,1910,2,-2,4,51,1,1,Uruguay,Argentina,0,2,0.43194,0.86995,2,winner,loser
Germany,Netherlands,1,2,Friendly,Germany,16,10,1910,-1,1,3,52,1,1,Germany,Netherlands,0,1,0.09849,0.65734,2,loser,winner
Argentina,Uruguay,1,1,Copa Premio Honor Argentino,Argentina,13,11,1910,0,0,2,53,1,1,Argentina,Uruguay,0,0,0.86691,0.3122,2,draw,draw
Argentina,Uruguay,2,6,Copa Premio Honor Argentino,Argentina,27,11,1910,-4,4,8,54,1,1,Argentina,Uruguay,0,4,0.18399,0.97656,2,loser,winner
England,Wales,3,0,British Championship,England,13,3,1911,3,-3,3,55,1,0,England,Wales,1,3,0.71792,0.08493,2,winner,loser
Belgium,Netherlands,1,5,Friendly,Belgium,19,3,1911,-4,4,6,56,1,1,Belgium,Netherlands,1,4,0.7103,0.06806,2,loser,winner
Germany,Switzerland,6,2,Friendly,Germany,26,3,1911,4,-4,8,57,1,0,Germany,Switzerland,1,4,0.9369,0.64427,2,winner,loser
Netherlands,Belgium,3,1,Friendly,Netherlands,2,4,1911,2,-2,4,58,1,1,Netherlands,Belgium,1,2,0.87005,0.21851,2,winner,loser
Belgium,Germany,2,1,Friendly,Belgium,23,4,1911,1,-1,3,59,1,1,Belgium,Germany,1,1,0.1138,0.2065,2,winner,loser
Switzerland,France,5,2,Friendly,Switzerland,23,4,1911,3,-3,7,60,0,0,Switzerland,France,1,3,0.33022,0.30438,2,winner,loser
Belgium,France,7,1,Friendly,Belgium,30,4,1911,6,-6,8,61,1,0,Belgium,France,1,6,1.80E-04,0.38251,2,winner,loser
Argentina,Uruguay,0,2,Copa Lipton,Argentina,15,8,1911,-2,2,2,62,1,1,Argentina,Uruguay,1,2,0.83843,0.26518,2,loser,winner
Uruguay,Argentina,2,3,Copa Newton,Uruguay,17,9,1911,-1,1,5,63,1,1,Uruguay,Argentina,1,1,0.13662,0.25993,2,loser,winner
Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Uruguay,8,10,1911,0,0,2,64,1,1,Uruguay,Argentina,1,0,0.46026,0.93109,2,draw,draw
Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Argentina,22,10,1911,2,-2,2,65,1,1,Argentina,Uruguay,1,2,0.94177,0.88046,2,winner,loser
Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Uruguay,29,10,1911,3,-3,3,66,1,1,Uruguay,Argentina,1,3,0.76615,0.69561,2,winner,loser
France,Belgium,1,1,Friendly,France,28,1,1912,0,0,2,67,0,1,France,Belgium,2,0,0.24444,0.48622,2,draw,draw
France,Switzerland,4,1,Friendly,France,18,2,1912,3,-3,5,68,0,0,France,Switzerland,2,3,0.16104,0.07883,2,winner,loser
Belgium,Switzerland,9,2,Friendly,Belgium,20,2,1912,7,-7,11,69,1,0,Belgium,Switzerland,2,7,0.33053,0.6486,2,winner,loser
Belgium,Netherlands,1,2,Friendly,Belgium,10,3,1912,-1,1,3,70,1,1,Belgium,Netherlands,2,1,0.62944,0.23237,2,loser,winner
Wales,England,0,2,British Championship,Wales,11,3,1912,-2,2,2,71,0,1,Wales,England,2,2,0.11583,0.16345,2,loser,winner
Netherlands,Germany,5,5,Friendly,Netherlands,24,3,1912,0,0,10,72,1,1,Netherlands,Germany,2,0,0.18547,0.98378,2,draw,draw
Netherlands,Belgium,4,3,Friendly,Netherlands,28,4,1912,1,-1,7,73,1,1,Netherlands,Belgium,2,1,0.66232,0.79557,2,winner,loser
Switzerland,Germany,1,2,Friendly,Switzerland,5,5,1912,-1,1,3,74,0,1,Switzerland,Germany,2,1,0.02101,0.5537,2,loser,winner
Uruguay,Argentina,2,0,Copa Lipton,Uruguay,15,8,1912,2,-2,2,75,1,1,Uruguay,Argentina,2,2,0.34656,0.6477,2,winner,loser
Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Uruguay,25,8,1912,3,-3,3,76,1,1,Uruguay,Argentina,2,3,0.12034,0.85177,2,winner,loser
Argentina,Uruguay,0,1,Copa Premio Honor Argentino,Argentina,22,9,1912,-1,1,1,77,1,1,Argentina,Uruguay,2,1,0.97386,0.74696,2,loser,winner
Argentina,Uruguay,3,3,Copa Newton,Argentina,6,10,1912,0,0,6,78,1,1,Argentina,Uruguay,2,0,0.16806,0.50965,2,draw,draw
Denmark,Germany,3,1,Friendly,Denmark,6,10,1912,2,-2,4,79,1,1,Denmark,Germany,2,2,0.50639,0.03732,2,winner,loser
Germany,Netherlands,2,3,Friendly,Germany,17,11,1912,-1,1,5,80,1,1,Germany,Netherlands,2,1,0.44556,0.04262,2,loser,winner
Uruguay,Argentina,1,3,Friendly,Uruguay,1,12,1912,-2,2,4,81,1,1,Uruguay,Argentina,2,2,0.51906,0.29107,2,loser,winner
Belgium,France,3,0,Friendly,Belgium,16,2,1913,3,-3,3,82,1,0,Belgium,France,3,3,0.21092,0.28908,2,winner,loser
Belgium,Netherlands,3,3,Friendly,Belgium,9,3,1913,0,0,6,83,1,1,Belgium,Netherlands,3,0,0.14093,0.32001,2,draw,draw
Switzerland,France,1,4,Friendly,Switzerland,9,3,1913,-3,3,5,84,0,0,Switzerland,France,3,3,0.251,0.01669,2,loser,winner
England,Wales,4,3,British Championship,England,17,3,1913,1,-1,7,85,1,0,England,Wales,3,1,0.29209,0.82578,2,winner,loser
Netherlands,Belgium,2,4,Friendly,Netherlands,20,4,1913,-2,2,6,86,1,1,Netherlands,Belgium,3,2,0.67346,0.80479,2,loser,winner
Switzerland,Belgium,1,2,Friendly,Switzerland,4,5,1913,-1,1,3,87,0,1,Switzerland,Belgium,3,1,0.04192,0.46218,2,loser,winner
Germany,Switzerland,1,2,Friendly,Germany,18,5,1913,-1,1,3,88,1,0,Germany,Switzerland,3,1,0.38463,0.37574,2,loser,winner
Argentina,Uruguay,1,1,Friendly,Argentina,15,6,1913,0,0,2,89,1,1,Argentina,Uruguay,3,0,0.24359,0.71956,2,draw,draw
Argentina,Uruguay,2,1,Friendly,Argentina,9,7,1913,1,-1,3,90,1,1,Argentina,Uruguay,3,1,0.77826,0.6284,2,winner,loser
Argentina,Uruguay,4,0,Copa Lipton,Argentina,15,8,1913,4,-4,4,91,1,1,Argentina,Uruguay,3,4,0.91142,0.26314,2,winner,loser
Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Argentina,31,8,1913,2,-2,2,92,1,1,Argentina,Uruguay,3,2,0.91327,0.18085,2,winner,loser
Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,Uruguay,5,10,1913,1,-1,1,93,1,1,Uruguay,Argentina,3,1,0.64681,0.22041,2,winner,loser
Germany,Denmark,1,4,Friendly,Germany,26,10,1913,-3,3,5,94,1,1,Germany,Denmark,3,3,0.55899,0.41373,2,loser,winner
Uruguay,Argentina,1,0,Copa Newton,Uruguay,26,10,1913,1,-1,1,95,1,1,Uruguay,Argentina,3,1,0.03246,0.90426,2,winner,loser
Belgium,Switzerland,2,0,Friendly,Belgium,2,11,1913,2,-2,2,96,1,0,Belgium,Switzerland,3,2,0.60705,0.50049,2,winner,loser
Belgium,Germany,6,2,Friendly,Belgium,23,11,1913,4,-4,8,97,1,1,Belgium,Germany,3,4,0.21062,0.71508,2,winner,loser
France,Belgium,4,3,Friendly,France,25,1,1914,1,-1,7,98,0,1,France,Belgium,4,1,0.51034,0.99109,2,winner,loser
France,Switzerland,2,2,Friendly,France,8,3,1914,0,0,4,99,0,0,France,Switzerland,4,0,0.5092,0.94515,2,draw,draw
Belgium,Netherlands,2,4,Friendly,Belgium,15,3,1914,-2,2,6,100,1,1,Belgium,Netherlands,4,2,0.36754,0.5813,2,loser,winner
Wales,England,0,2,British Championship,Wales,16,3,1914,-2,2,2,101,0,1,Wales,England,4,2,0.47803,0.57159,2,loser,winner
Netherlands,Germany,4,4,Friendly,Netherlands,5,4,1914,0,0,8,102,1,1,Netherlands,Germany,4,0,0.56769,0.93875,2,draw,draw
Netherlands,Belgium,4,2,Friendly,Netherlands,26,4,1914,2,-2,6,103,1,1,Netherlands,Belgium,4,2,0.05455,0.64142,2,winner,loser
Denmark,Netherlands,4,3,Friendly,Denmark,17,5,1914,1,-1,7,104,1,1,Denmark,Netherlands,4,1,0.90335,0.19729,2,winner,loser
Uruguay,Argentina,3,2,Copa Premio Honor Uruguayo,Uruguay,30,8,1914,1,-1,5,105,1,1,Uruguay,Argentina,4,1,0.96531,0.88838,2,winner,loser
Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Argentina,13,9,1914,1,-1,3,106,1,1,Argentina,Uruguay,4,1,0.0672,0.01423,2,winner,loser
Argentina,Brazil,3,0,Friendly,Argentina,20,9,1914,3,-3,3,107,1,0,Argentina,Brazil,4,3,0.77439,0.58337,2,winner,loser
Argentina,Brazil,0,1,Copa Roca,Argentina,27,9,1914,-1,1,1,108,1,0,Argentina,Brazil,4,1,0.3192,0.84313,2,loser,winner
Uruguay,Argentina,2,3,Copa Premio Honor Uruguayo,Uruguay,18,7,1915,-1,1,5,109,1,1,Uruguay,Argentina,5,1,0.41811,0.48898,2,loser,winner
Argentina,Uruguay,2,1,Copa Lipton,Argentina,15,8,1915,1,-1,3,110,1,1,Argentina,Uruguay,5,1,0.60053,0.12035,2,winner,loser
Uruguay,Argentina,2,0,Copa Newton,Uruguay,12,9,1915,2,-2,2,111,1,1,Uruguay,Argentina,5,2,0.56831,0.48011,2,winner,loser
Argentina,Brazil,1,1,Copa America,Argentina,10,7,1916,0,0,2,112,1,0,Argentina,Brazil,6,0,0.59056,0.04609,2,draw,draw
Brazil,Uruguay,1,2,Copa America,Argentina,12,7,1916,-1,1,3,113,0,1,Brazil,Uruguay,6,1,0.49182,0.96817,2,loser,winner
Argentina,Uruguay,0,0,Copa America,Argentina,17,7,1916,0,0,0,114,1,1,Argentina,Uruguay,6,0,0.57447,0.67061,2,draw,draw
Uruguay,Brazil,0,1,Friendly,Uruguay,18,7,1916,-1,1,1,115,1,0,Uruguay,Brazil,6,1,0.32455,0.56976,2,loser,winner
Argentina,Uruguay,3,1,Copa Newton,Argentina,15,8,1916,2,-2,4,116,1,1,Argentina,Uruguay,6,2,0.71602,0.3146,2,winner,loser
Uruguay,Argentina,1,2,Copa Lipton,Uruguay,15,8,1916,-1,1,3,117,1,1,Uruguay,Argentina,6,1,0.6694,0.18628,2,loser,winner
Argentina,Uruguay,7,2,Friendly,Argentina,1,10,1916,5,-5,9,118,1,1,Argentina,Uruguay,6,5,0.75886,0.17714,2,winner,loser
Uruguay,Argentina,0,1,Copa Premio Honor Uruguayo,Uruguay,1,10,1916,-1,1,1,119,1,1,Uruguay,Argentina,6,1,0.27897,0.47313,2,loser,winner
Uruguay,Argentina,3,1,Friendly,Uruguay,29,10,1916,2,-2,4,120,1,1,Uruguay,Argentina,6,2,0.76657,0.22191,2,winner,loser
Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo,Uruguay,18,7,1917,-2,2,2,121,1,1,Uruguay,Argentina,7,2,0.13827,0.51536,2,loser,winner
Argentina,Uruguay,1,0,Copa Lipton,Argentina,15,8,1917,1,-1,1,122,1,1,Argentina,Uruguay,7,1,0.39758,0.92975,2,winner,loser
Uruguay,Argentina,1,0,Copa Newton,Uruguay,2,9,1917,1,-1,1,123,1,1,Uruguay,Argentina,7,1,0.80742,0.85168,2,winner,loser
Argentina,Brazil,4,2,Copa America,Uruguay,3,10,1917,2,-2,6,124,1,0,Argentina,Brazil,7,2,0.41585,0.46398,2,winner,loser
Uruguay,Brazil,4,0,Copa America,Uruguay,7,10,1917,4,-4,4,125,1,0,Uruguay,Brazil,7,4,0.17605,0.42692,2,winner,loser
Uruguay,Argentina,1,0,Copa America,Uruguay,14,10,1917,1,-1,1,126,1,1,Uruguay,Argentina,7,1,0.18748,0.35901,2,winner,loser
Uruguay,Brazil,3,1,Friendly,Uruguay,16,10,1917,2,-2,4,127,1,0,Uruguay,Brazil,7,2,0.79042,0.34813,2,winner,loser
Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Uruguay,18,7,1918,0,0,2,128,1,1,Uruguay,Argentina,8,0,0.70796,0.7532,2,draw,draw
Uruguay,Argentina,3,1,Copa Premio Honor Uruguayo,Uruguay,28,7,1918,2,-2,4,129,1,1,Uruguay,Argentina,8,2,0.74155,0.38894,2,winner,loser
Argentina,Uruguay,0,0,Copa Premio Honor Argentino,Argentina,15,8,1918,0,0,0,130,1,1,Argentina,Uruguay,8,0,0.18941,0.18397,2,draw,draw
Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Argentina,25,8,1918,1,-1,3,131,1,1,Argentina,Uruguay,8,1,0.88719,0.02038,2,winner,loser
Uruguay,Argentina,1,1,Copa Lipton,Uruguay,20,9,1918,0,0,2,132,1,1,Uruguay,Argentina,8,0,0.14906,0.89805,2,draw,draw
Argentina,Uruguay,2,0,Copa Newton,Argentina,29,9,1918,2,-2,2,133,1,1,Argentina,Uruguay,8,2,0.93688,0.36918,2,winner,loser
Belgium,France,2,2,Friendly,Belgium,9,3,1919,0,0,4,134,1,0,Belgium,France,9,0,0.19597,0.28539,2,draw,draw
Argentina,Uruguay,2,3,Copa America,Brazil,13,5,1919,-1,1,5,135,1,1,Argentina,Uruguay,9,1,0.91535,0.24419,2,loser,winner
Brazil,Argentina,3,1,Copa America,Brazil,18,5,1919,2,-2,4,136,0,1,Brazil,Argentina,9,2,0.45707,0.93034,2,winner,loser
Brazil,Uruguay,2,2,Copa America,Brazil,26,5,1919,0,0,4,137,0,1,Brazil,Uruguay,9,0,0.15692,0.92063,2,draw,draw
Brazil,Uruguay,1,0,Copa America,Brazil,29,5,1919,1,-1,1,138,0,1,Brazil,Uruguay,9,1,0.78532,0.43297,2,winner,loser
Brazil,Argentina,3,3,Friendly,Brazil,1,6,1919,0,0,6,139,0,1,Brazil,Argentina,9,0,0.28445,0.41472,2,draw,draw
Uruguay,Argentina,4,1,Copa Premio Honor Uruguayo,Uruguay,18,7,1919,3,-3,5,140,1,1,Uruguay,Argentina,9,3,0.99873,0.53669,2,winner,loser
Uruguay,Argentina,2,1,Copa Newton,Uruguay,24,8,1919,1,-1,3,141,1,1,Uruguay,Argentina,9,1,0.21724,0.91448,2,winner,loser
Argentina,Uruguay,1,2,Copa Lipton,Argentina,7,9,1919,-1,1,3,142,1,1,Argentina,Uruguay,9,1,0.32016,0.71273,2,loser,winner
Argentina,Uruguay,6,1,Copa Premio Honor Argentino,Argentina,19,10,1919,5,-5,7,143,1,1,Argentina,Uruguay,9,5,0.55013,0.08505,2,winner,loser
Uruguay,Argentina,4,2,Friendly,Uruguay,7,12,1919,2,-2,6,144,1,1,Uruguay,Argentina,9,2,0.45405,0.72648,2,winner,loser
Switzerland,France,0,2,Friendly,Switzerland,29,2,1920,-2,2,2,145,0,0,Switzerland,France,0,2,0.33392,0.99979,3,loser,winner
England,Wales,1,2,British Championship,England,15,3,1920,-1,1,3,146,1,0,England,Wales,0,1,0.98643,0.2819,3,loser,winner
France,Belgium,2,1,Friendly,France,28,3,1920,1,-1,3,147,0,1,France,Belgium,0,1,0.14917,0.01072,3,winner,loser
Netherlands,Denmark,2,0,Friendly,Netherlands,5,4,1920,2,-2,2,148,1,1,Netherlands,Denmark,0,2,0.33603,0.51628,3,winner,loser
Switzerland,Netherlands,2,1,Friendly,Switzerland,16,5,1920,1,-1,3,149,0,1,Switzerland,Netherlands,0,1,0.20714,0.14689,3,winner,loser
Switzerland,Germany,4,1,Friendly,Switzerland,27,6,1920,3,-3,5,150,0,1,Switzerland,Germany,0,3,0.39572,0.00894,3,winner,loser
Uruguay,Argentina,2,0,Copa Premio Honor Uruguayo,Uruguay,18,7,1920,2,-2,2,151,1,1,Uruguay,Argentina,0,2,0.49071,0.72098,3,winner,loser
Argentina,Uruguay,1,3,Copa Newton,Argentina,25,7,1920,-2,2,4,152,1,1,Argentina,Uruguay,0,2,0.45369,0.25008,3,loser,winner
Argentina,Uruguay,1,0,Copa Premio Honor Argentino,Argentina,8,8,1920,1,-1,1,153,1,1,Argentina,Uruguay,0,1,0.20612,0.30172,3,winner,loser
Uruguay,Argentina,1,1,Copa America,Chile,12,9,1920,0,0,2,154,1,1,Uruguay,Argentina,0,0,0.23077,0.47286,3,draw,draw
Brazil,Uruguay,0,6,Copa America,Chile,18,9,1920,-6,6,6,155,0,1,Brazil,Uruguay,0,6,0.31444,0.41055,3,loser,winner
Argentina,Brazil,2,0,Copa America,Chile,25,9,1920,2,-2,2,156,1,0,Argentina,Brazil,0,2,0.3044,0.06958,3,winner,loser
Belgium,France,3,1,Friendly,Belgium,6,3,1921,2,-2,4,157,1,0,Belgium,France,1,2,0.84289,0.90062,3,winner,loser
Wales,England,0,0,British Championship,Wales,14,3,1921,0,0,0,158,0,1,Wales,England,1,0,0.78882,0.39984,3,draw,draw
Belgium,Netherlands,1,1,Friendly,Belgium,15,5,1921,0,0,2,159,1,1,Belgium,Netherlands,1,0,0.4988,0.8543,3,draw,draw
Belgium,England,0,2,Friendly,Belgium,21,5,1921,-2,2,2,160,1,1,Belgium,England,1,2,0.58802,0.68367,3,loser,winner
Denmark,Netherlands,1,1,Friendly,Denmark,12,6,1921,0,0,2,161,1,1,Denmark,Netherlands,1,0,0.89932,0.37914,3,draw,draw
Argentina,Brazil,1,0,Copa America,Argentina,2,10,1921,1,-1,1,162,1,0,Argentina,Brazil,1,1,0.49861,0.46696,3,winner,loser
Brazil,Uruguay,1,2,Copa America,Argentina,23,10,1921,-1,1,3,163,0,1,Brazil,Uruguay,1,1,0.14318,0.8436,3,loser,winner
Argentina,Uruguay,1,0,Copa America,Argentina,30,10,1921,1,-1,1,164,1,1,Argentina,Uruguay,1,1,0.30039,0.45565,3,winner,loser
France,Netherlands,0,5,Friendly,France,13,11,1921,-5,5,5,165,0,1,France,Netherlands,1,5,0.79207,0.14121,3,loser,winner
Spain,Portugal,3,1,Friendly,Spain,18,12,1921,2,-2,4,166,1,1,Spain,Portugal,1,2,0.65808,0.07614,3,winner,loser
France,Belgium,2,1,Friendly,France,15,1,1922,1,-1,3,167,0,1,France,Belgium,2,1,0.60816,0.69704,3,winner,loser
England,Wales,1,0,British Championship,England,13,3,1922,1,-1,1,168,1,0,England,Wales,2,1,0.39698,0.8369,3,winner,loser
Belgium,Netherlands,4,0,Friendly,Belgium,26,3,1922,4,-4,4,169,1,1,Belgium,Netherlands,2,4,0.15381,0.9531,3,winner,loser
Germany,Switzerland,2,2,Friendly,Germany,26,3,1922,0,0,4,170,1,0,Germany,Switzerland,2,0,0.8468,0.23196,3,draw,draw
Belgium,Denmark,0,0,Friendly,Belgium,15,4,1922,0,0,0,171,1,1,Belgium,Denmark,2,0,0.74548,0.79439,3,draw,draw
Netherlands,Denmark,2,0,Friendly,Netherlands,17,4,1922,2,-2,2,172,1,1,Netherlands,Denmark,2,2,0.56017,0.31576,3,winner,loser
France,Spain,0,4,Friendly,France,30,4,1922,-4,4,4,173,0,1,France,Spain,2,4,0.95273,0.87773,3,loser,winner
Netherlands,Belgium,1,2,Friendly,Netherlands,7,5,1922,-1,1,3,174,1,1,Netherlands,Belgium,2,1,0.71953,0.35741,3,loser,winner
Brazil,Uruguay,0,0,Copa America,Brazil,1,10,1922,0,0,0,175,0,1,Brazil,Uruguay,2,0,0.07453,0.3398,3,draw,draw
Argentina,Uruguay,0,1,Copa America,Brazil,8,10,1922,-1,1,1,176,1,1,Argentina,Uruguay,2,1,0.92368,0.17662,3,loser,winner
Brazil,Argentina,2,0,Copa America,Brazil,15,10,1922,2,-2,2,177,0,1,Brazil,Argentina,2,2,0.8569,0.19927,3,winner,loser
Brazil,Argentina,2,1,Copa Roca,Brazil,22,10,1922,1,-1,3,178,0,1,Brazil,Argentina,2,1,0.80657,0.94313,3,winner,loser
Uruguay,Argentina,1,0,Copa Lipton,Uruguay,12,11,1922,1,-1,1,179,1,1,Uruguay,Argentina,2,1,0.03862,0.26098,3,winner,loser
Switzerland,Netherlands,5,0,Friendly,Switzerland,19,11,1922,5,-5,5,180,0,1,Switzerland,Netherlands,2,5,0.4484,0.27022,3,winner,loser
Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,Uruguay,10,12,1922,1,-1,1,181,1,1,Uruguay,Argentina,2,1,0.89274,0.20894,3,winner,loser
Argentina,Uruguay,2,2,Copa Newton,Argentina,17,12,1922,0,0,4,182,1,1,Argentina,Uruguay,2,0,0.30047,0.15549,3,draw,draw
Portugal,Spain,1,2,Friendly,Portugal,17,12,1922,-1,1,3,183,1,1,Portugal,Spain,2,1,0.56543,0.60579,3,loser,winner
Spain,France,3,0,Friendly,Spain,28,1,1923,3,-3,3,184,1,0,Spain,France,3,3,0.79837,0.31319,3,winner,loser
Belgium,Spain,1,0,Friendly,Belgium,4,2,1923,1,-1,1,185,1,1,Belgium,Spain,3,1,0.67807,0.08217,3,winner,loser
Belgium,France,4,1,Friendly,Belgium,25,2,1923,3,-3,5,186,1,0,Belgium,France,3,3,0.30548,0.98311,3,winner,loser
Wales,England,2,2,British Championship,Wales,5,3,1923,0,0,4,187,0,1,Wales,England,3,0,0.23378,0.60252,3,draw,draw
England,Belgium,6,1,Friendly,England,19,3,1923,5,-5,7,188,1,1,England,Belgium,3,5,0.00194,0.2735,3,winner,loser
Netherlands,France,8,1,Friendly,Netherlands,2,4,1923,7,-7,9,189,1,0,Netherlands,France,3,7,0.19898,0.73214,3,winner,loser
France,Switzerland,2,2,Friendly,France,22,4,1923,0,0,4,190,0,0,France,Switzerland,3,0,0.70855,0.22853,3,draw,draw
Netherlands,Belgium,1,1,Friendly,Netherlands,29,4,1923,0,0,2,191,1,1,Netherlands,Belgium,3,0,0.42764,0.65798,3,draw,draw
France,England,1,4,Friendly,France,10,5,1923,-3,3,5,192,0,1,France,England,3,3,0.31776,0.73945,3,loser,winner
Germany,Netherlands,0,0,Friendly,Germany,10,5,1923,0,0,0,193,1,1,Germany,Netherlands,3,0,0.379,0.68898,3,draw,draw
Switzerland,Germany,1,2,Friendly,Switzerland,3,6,1923,-1,1,3,194,0,1,Switzerland,Germany,3,1,0.56848,0.34404,3,loser,winner
Denmark,Switzerland,3,2,Friendly,Denmark,17,6,1923,1,-1,5,195,1,0,Denmark,Switzerland,3,1,0.99514,0.21068,3,winner,loser
Argentina,Uruguay,0,0,Copa Lipton,Argentina,24,6,1923,0,0,0,196,1,1,Argentina,Uruguay,3,0,0.26457,0.0861,3,draw,draw
Argentina,Uruguay,2,2,Friendly,Argentina,15,7,1923,0,0,4,197,1,1,Argentina,Uruguay,3,0,0.92492,0.92826,3,draw,draw
